,database_name,table_name,original_column_name,gold_column_description,llm_column_description,judgement
85,formula_1,status,statusId ,The unique identification number for each status.,"The statusId column is a primary key that uniquely identifies each status record. It is used to reference the status of a race result, such as Finished, Disqualified, Accident, etc.",3
86,formula_1,status,status ,The status of the race or event.,Describes the outcome or reason for a driver's result in a race.,3
87,formula_1,drivers,driverId ,The unique identification number assigned to each driver.,Uniquely identifies each driver and serves as a primary key for the table.,4
88,formula_1,drivers,driverRef ,The unique reference identifier for each driver.,A unique reference code for each driver.,4
89,formula_1,drivers,number ,The racing number assigned to the driver.,"The 'number' column represents the racing number assigned to each driver, which is used to identify them during races and events.",3
90,formula_1,drivers,code ,Abbreviated code for drivers.,A unique identifier code for each driver.,4
91,formula_1,drivers,forename ,The first name of the driver.,Stores the first name of a driver.,4
92,formula_1,drivers,surname ,The surname of the driver.,Stores the last name of a driver.,4
93,formula_1,drivers,dob ,The date of birth of the driver.,Stores the date of birth of each driver.,3
94,formula_1,drivers,nationality ,The nationality of the driver.,"The 'nationality' column in the 'drivers' table indicates the nationality of each driver, providing information about their country of origin.",3
95,formula_1,drivers,url ,The URL of the driver's Wikipedia page.,"Contains a unique URL for each driver, providing additional biographical or career information.",3
96,formula_1,driverStandings,driverStandingsId ,The unique identification number for driver standing records.,Uniquely identifies each record in the driver standings table.,4
97,formula_1,driverStandings,raceId ,Identifier for the race associated with the driver's standings.,"Identifies the race for which driver standings are recorded, referencing the races table.",4
98,formula_1,driverStandings,driverId ,Unique identifier for the driver.,Identifies the driver and links their performance details to the driverStandings table.,3
99,formula_1,driverStandings,points ,The number of points a driver has accumulated in a race.,The 'points' column indicates the number of points a driver has accumulated in a specific race.,4
100,formula_1,driverStandings,position ,The position of the driver in the race standings.,"The position of a driver in a race, indicating their ranking at the end of the event.",3
101,formula_1,driverStandings,positionText ,The position of the driver as a text value.,"Describes the position of a driver in a text format, providing additional context to the numerical position value.",3
102,formula_1,driverStandings,wins ,The number of wins achieved by the driver.,The number of wins a driver has achieved in a race.,3
103,formula_1,races,raceId ,The unique identification number for each race.,Uniquely identifies each race.,3
104,formula_1,races,year ,The year the race took place.,The year column in the races table indicates the year in which a race took place.,3
105,formula_1,races,round ,The round number of the race within the season.,The 'round' column indicates the sequential order of each race within a given year.,3
106,formula_1,races,circuitId ,The unique identifier for the circuit where the race took place.,Identifies the circuit where a race took place.,2
107,formula_1,races,name ,The name of the race.,Stores the name of the race.,4
108,formula_1,races,date ,The date of the race.,Stores the date of each race.,3
109,formula_1,races,time ,The scheduled start time of the race.,Stores the start time of a race.,2
110,formula_1,races,url ,The URL of the Wikipedia page for the race.,"Contains a unique URL for each race, providing a direct link to further information about the event.",3
111,formula_1,constructors,constructorId ,This is the unique identifier for each constructor.,Unique identifier for each constructor.,4
112,formula_1,constructors,constructorRef ,This is the unique reference name for each constructor.,A unique reference code for each constructor.,3
113,formula_1,constructors,name ,The full name of the constructor.,Stores the name of the constructor.,2
114,formula_1,constructors,nationality ,The nationality of the constructor.,"The 'nationality' column indicates the nationality of a constructor, providing information about their country of origin or affiliation.",3
115,formula_1,constructors,url ,The URL of the constructor's official webpage.,"Contains a URL linking to the constructor's Wikipedia page, providing additional information about the constructor.",1
116,formula_1,constructorResults,constructorResultsId,Unique identifier for each constructor result.,Uniquely identifies each entry in the constructorResults table.,4
117,formula_1,constructorResults,raceId,The unique identifier for the race associated with the constructor's results.,Identifies the race associated with the constructor's results.,2
118,formula_1,constructorResults,constructorId,The unique identifier for the constructor.,"Identifies the constructor, linking results to a specific constructor entity.",3
119,formula_1,constructorResults,points,Points scored by the constructor in the race.,The points column indicates the number of points earned by a constructor in a specific race.,3
120,formula_1,constructorResults,status,The status of the constructor associated with the constructor result entry.,"Indicates the status of a constructor's result in a race, such as whether they finished, retired, or were disqualified.",3
121,formula_1,lapTimes,raceId ,The identification number of the race during which the lap time was recorded.,"Identifies the race associated with a driver's lap times, linking to the races table.",4
122,formula_1,lapTimes,driverId ,The identification number of the driver who recorded the lap time.,Identifies the driver associated with lap time records.,2
123,formula_1,lapTimes,lap ,The lap number of which the lap time was recorded.,The 'lap' column indicates the specific lap number during a race at which the recorded lap time and position were achieved.,4
124,formula_1,lapTimes,position ,The position of the driver at the end of the lap.,The position of a driver during a specific lap of a race.,2
125,formula_1,lapTimes,time ,The lap time recorded for each lap.,Records the time taken by a driver to complete a lap during a race.,3
126,formula_1,lapTimes,milliseconds ,The time in milliseconds for a lap.,Records the time taken to complete a lap in milliseconds.,4
127,formula_1,qualifying,qualifyId ,The unique identifier for each qualifying session entry.,"A unique identifier for each qualifying result, indicating the performance of a driver in a specific race.",3
128,formula_1,qualifying,raceId ,The ID for the race associated with the qualifying session entry.,"Identifies the race associated with each qualifying record, linking to the races table.",3
129,formula_1,qualifying,driverId ,The ID of the driver associated with the qualifying session entry.,"Identifies the driver participating in a qualifying session, referencing the unique ID from the drivers table.",4
130,formula_1,qualifying,constructorId ,The ID of the constructor associated with the driver in the qualifying session entry.,Identifies the constructor associated with a driver's qualifying position for a specific race.,1
131,formula_1,qualifying,number ,The driver's car number in the qualifying session entry.,The number column in the qualifying table indicates the car number assigned to a driver for a specific race.,3
132,formula_1,qualifying,position ,The position of the driver in the qualifying session.,Indicates the position a driver qualified for the race.,3
133,formula_1,qualifying,q1 ,The time recorded for the driver in the first qualifying session period Q1.,Records the lap time achieved by a driver during the first qualifying session for a race.,3
134,formula_1,qualifying,q2 ,The time recorded for the driver in the second qualifying session period Q2.,Stores the time achieved by a driver in the second qualifying session for a race.,3
135,formula_1,qualifying,q3 ,The time recorded for the driver in the third qualifying session period Q3.,Records the lap time achieved by a driver during the third qualifying session for a race.,4
136,formula_1,pitStops,raceId ,The identification number for the race where the pit stop occured.,Identifies the race during which a pit stop occurred.,2
137,formula_1,pitStops,driverId ,The identification number for the driver that made the pit stop.,Identifies the driver making a pit stop.,2
138,formula_1,pitStops,stop ,The i:th pit stop number the pit stop corresponds to for the specified driver and race.,The 'stop' column indicates the number of pit stops a driver has made during a race.,2
139,formula_1,pitStops,lap ,The lap number during which the pit stop occurred.,Tracks the lap number during which a driver made a pit stop.,4
140,formula_1,pitStops,time ,The timestamp of when the pit stop occurred.,Records the time of day when a driver made a pit stop during a race.,3
141,formula_1,pitStops,duration ,The duration of the pit stop in text format.,The duration column records the time taken for a driver to complete a pit stop during a race.,3
142,formula_1,pitStops,milliseconds ,The duration of the pit stop in milliseconds.,The number of milliseconds it takes for a driver to complete a pit stop.,4
143,formula_1,seasons,year ,The year the Formula One season took place.,The 'year' column in the 'seasons' table indicates the year of a racing season. It is a primary key and a foreign key reference in other tables.,4
144,formula_1,seasons,url ,The URL linking to the Wikipedia page for the specific Formula One season.,Stores a URL providing additional information about the respective F1 season.,2
145,formula_1,constructorStandings,constructorStandingsId ,Unique identifier for each constructor standing record.,A unique identifier for each entry in the constructor standings.,4
146,formula_1,constructorStandings,raceId ,Identifier for the race associated with the constructor's standings.,Identifies the race associated with the constructor's standings.,4
147,formula_1,constructorStandings,constructorId ,Identifier for the constructor associated with the standings.,Identifies the constructor for their position and points in a given race.,2
148,formula_1,constructorStandings,points,The number of points acquired by a constructor in each race.,The 'points' column represents the total points accumulated by a constructor in a specific race.,3
149,formula_1,constructorStandings,position ,The overall position of the constructor after the specified race.,Indicates the ranking position of a constructor in a given race.,2
150,formula_1,constructorStandings,positionText ,The overall position of the constructor after the specified race in text format.,"Stores the position of constructors as text, providing a textual representation of their ranking.",2
151,formula_1,constructorStandings,wins ,The number of wins achieved by the constructor.,The 'wins' column indicates the number of race wins a constructor has achieved up to a specific race.,3
152,formula_1,results,resultId,This is the unique identifier for each race result.,A unique identifier for each result record.,3
153,formula_1,results,raceId,The unique identifier for each race.,"Identifies the race associated with a particular result, linking to the races table.",2
154,formula_1,results,driverId ,The identification number of the driver.,Identifies the driver associated with a specific race result.,2
155,formula_1,results,constructorId ,The identification number of the constructor associated with the result.,Identifies the constructor associated with a driver's result in a race.,2
156,formula_1,results,number ,The racing number assigned to the driver.,The number column represents the car number assigned to a driver for a specific race.,3
157,formula_1,results,grid ,The starting position of the driver on the grid.,Indicates the starting position of a driver on the grid for a specific race.,3
158,formula_1,results,position ,The finishing position of the driver in the race.,Indicates the finishing position of a driver in a race.,4
159,formula_1,results,positionText ,The finishing position of the driver in the race as a text value.,"Describes the position of a driver in a textual format, providing additional context beyond the numerical position value.",3
160,formula_1,results,positionOrder ,The order in which drivers finished the race.,Stores the position of each driver at the end of a race.,4
161,formula_1,results,points ,The points scored by the driver in the race.,Stores points earned by a driver in a race.,4
162,formula_1,results,laps ,The number of laps completed by the driver in the race.,Number of laps completed by a driver in a race.,4
163,formula_1,results,time  ,The finish time of the driver in the race.,Records the time taken by a driver to complete a race.,3
164,formula_1,results,milliseconds ,The finishing time of the driver in the race in milliseconds.,Stores the race completion time in milliseconds.,2
165,formula_1,results,fastestLap ,The number of the fastest lap in the race for the driver.,Indicates the lap number in which the driver achieved their fastest lap time during the race.,3
166,formula_1,results,rank ,The overall rank of the driver's fastest lap time in the race.,The rank of a driver's fastest lap in a race.,3
167,formula_1,results,fastestLapTime ,The fastest lap time recorded by the driver during the race.,The time of the fastest lap achieved by a driver in a race.,4
168,formula_1,results,fastestLapSpeed ,The speed of the fastest lap achieved by the driver during the race.,Records the speed of the fastest lap achieved by a driver during a race.,4
169,formula_1,results,statusId ,The status ID associated with the result.,"The statusId column is a foreign key that references the status table and provides additional context about a driver's result in a race, such as whether they retired (R), are active (+), or have some other relevant status.",3
170,california_schools,schools,CDSCode,A unique identifier for each school.,A unique identifier for each school.,4
171,california_schools,schools,NCESDist,This field represents the 7-digit National Center for Educational Statistics (NCES) school district identification number.,NCESDist is a unique identifier for a school district.,2
172,california_schools,schools,NCESSchool,This field represents the 5-digit NCES school identification number. The NCESSchool combined with the NCESDist form a unique 12-digit ID for each school.,"The NCESSchool column contains the NCES school code, a unique identifier assigned to each school by the National Center for Education Statistics.",2
173,california_schools,schools,StatusType,This field identifies the operational status of the school.,"Indicates whether a school is active, closed, or has another status.",4
174,california_schools,schools,County,The name of the county where the school is located.,Stores the name of the county where the school is located.,3
175,california_schools,schools,District,The name of the school district.,The District column identifies the school district that a school belongs to.,3
176,california_schools,schools,School,The name of the school.,The School column contains the name of the school.,3
177,california_schools,schools,Street,The street address of the school.,The address of the school.,2
178,california_schools,schools,StreetAbr,"The abbreviated street address of the school, district, or administrative authority’s physical location.",Abbreviation of the street name.,2
179,california_schools,schools,City,The city where the school is located.,Stores the city where the school is located.,3
180,california_schools,schools,Zip,The ZIP code of the school's location.,Zip code of the school's location.,4
181,california_schools,schools,State,The state where the school is located.,The State column indicates the U.S. state where the school is located.,4
182,california_schools,schools,MailStreet,The mailing address of the school.,The MailStreet column contains the mailing address street name and number for the school.,3
183,california_schools,schools,MailStrAbr,Abbreviated mailing street address of the school.,Abbreviation of the mailing street address.,2
184,california_schools,schools,MailCity,The mailing city for the school's mailing address.,The MailCity column contains the mailing city for the school.,3
185,california_schools,schools,MailZip,The school's mailing zip code.,The 'MailZip' column contains the zip code for the mailing address of the school.,3
186,california_schools,schools,MailState,The state of the school's mailing address.,The two-letter abbreviation for the state where the school's mailing address is located.,4
187,california_schools,schools,Phone,The contact phone number for the school.,The phone number of the school.,3
188,california_schools,schools,Ext,"The phone number extension of the school, district, or administrative authority.",The Ext column contains the extension number for the phone number listed in the Phone column.,2
189,california_schools,schools,Website,"The website address of the school, district, or administrative authority.",The website URL for the school.,2
190,california_schools,schools,OpenDate,The date the school officially opened.,The OpenDate column indicates the date when a school first opened.,4
191,california_schools,schools,ClosedDate,The date the school closed.,The date the school was closed.,3
192,california_schools,schools,Charter,"This field indicates whether the school is a charter school, with 1 for yes and 0 for no.",Indicates whether the school is a charter school.,2
193,california_schools,schools,CharterNum,The charter school number of the school.,A unique identifier for a charter school.,4
194,california_schools,schools,FundingType,Indicates the type of funding for the charter school.,Describes the type of funding the school receives.,2
195,california_schools,schools,DOC,The code representing the district's ownership or administrative control of the school.,"The DOC column contains a code that represents the type of school, such as a County Office of Education or a Juvenile Court School.",2
196,california_schools,schools,DOCType,The District Ownership Code Type is the text description of the District Ownership Code (DOC) category of the school.,DOCType indicates the type of the school's District of Choice (DOC) program.,2
197,california_schools,schools,SOC,The School Ownership Code is a numeric code used to identify the type of school ownership.,"Indicates the type of school, such as elementary, high school, or juvenile court school.",2
198,california_schools,schools,SOCType,The School Ownership Code Type is the text description of the type of school ownership.,"The SOCType column indicates the type of school or educational institution, such as elementary, high school, or juvenile court school.",1
199,california_schools,schools,EdOpsCode,The Education Option Code is a code representing the type of educational option offered by the school.,Code for the educational operation of the school.,2
200,california_schools,schools,EdOpsName,The name of the educational option offered by the school.,The EdOpsName column contains the name of the educational operations entity associated with the school.,2
201,california_schools,schools,EILCode,The Educational Instruction Level Code is a short text description of the institution's type relative to the grade range served by the school.,The EILCode column contains a code for the Educational Institution and Locality (EIL) name.,2
202,california_schools,schools,EILName,The Educational Instruction Level Name is the detailed description of the institution’s type relative to the grade range served by the school.,The EILName column contains the name of the Educationally Related Intensive Counseling Services (ERICS) program offered by the school.,1
203,california_schools,schools,GSoffered,The grade span offered is the range of grades (from the lowest to the highest) that the school supports or offers.,"The GSoffered column indicates the grade span offered by a school, representing the range of grades a student can enroll in at that school.",4
204,california_schools,schools,GSserved,"The grade span served by the school, indicating the range of grades in which students are enrolled.",The GSserved column indicates the grade span served by the school.,2
205,california_schools,schools,Virtual,This field identifies the type of virtual instruction offered by the school.,Indicates whether the school is virtual or not.,2
206,california_schools,schools,Magnet,This field identifies whether a school is a magnet school and/or provides a magnet program.,Indicates whether a school is a magnet school or not.,2
207,california_schools,schools,Latitude,The latitude coordinate of the school.,Stores the latitude coordinate of the school's location.,3
208,california_schools,schools,Longitude,The longitude coordinate of the school.,"The ""Longitude"" column contains the longitude coordinate of the school's location.",3
209,california_schools,schools,AdmFName1,The first name of the primary administrator at the school.,The first name of the first administrator for the school.,4
210,california_schools,schools,AdmLName1,The last name of the first administrator at the school.,The AdmLName1 column contains the last name of the first administrator listed for each school.,3
211,california_schools,schools,AdmEmail1,The primary email address of the first administrator at the school.,Email address of the first administrator.,2
212,california_schools,schools,AdmFName2,The first name of the second administrator at the school.,The middle name of the second administrator.,1
213,california_schools,schools,AdmLName2,The last name of the second administrator at the school.,The AdmLName2 column contains the middle name of the second administrator listed for each school.,1
214,california_schools,schools,AdmEmail2,The primary email address of the second administrator at the school.,Email address of the second administrator.,2
215,california_schools,schools,AdmFName3,The first name of the third administrator at the school.,Stores the first name of the third administrator.,2
216,california_schools,schools,AdmLName3,The last name of the third administrator at the school.,The AdmLName3 column contains the last name of the third administrator at a school.,3
217,california_schools,schools,AdmEmail3,The primary email address of the third administrator at the school.,Email address of the third administrator.,2
218,california_schools,schools,LastUpdate,The date when the record associated with the school was last updated.,"The ""LastUpdate"" column indicates the most recent date when information about a school was updated in the database.",3
219,california_schools,satscores,cds,The unique identifier for the school or district associated with the SAT score entry.,Primary key that references the CDSCode in the schools table.,2
220,california_schools,satscores,rtype,"The type of the reporting entity (e.g., district or school) associated with the SAT score entry.","Indicates the type of school, such as District (D), School (S), or other designations.",3
221,california_schools,satscores,sname,The name of the school associated with the SAT score entry.,Stores the name of the school.,2
222,california_schools,satscores,dname,The name of the district associated with the SAT score entry.,Stores the name of the district where the school is located.,2
223,california_schools,satscores,cname,The name of the county associated with the SAT score entry.,The 'cname' column contains the name of the county where the school is located.,2
224,california_schools,satscores,enroll12,The number of students enrolled at the school in grades 1 through 12 for the given SAT score entry.,Number of students enrolled in the 12th grade.,1
225,california_schools,satscores,NumTstTakr,The number of students who took the SAT test in the specified school.,The number of students who took the SAT test.,2
226,california_schools,satscores,AvgScrRead,Average scores in Reading for the SAT test in the specified school.,The average reading score for students who took the SAT.,2
227,california_schools,satscores,AvgScrMath,The average scores in Math for the SAT test in the specified school.,The average math score for students who took the SAT.,2
228,california_schools,satscores,AvgScrWrite,The average scores in writing for the SAT test in the specified school.,The average writing score for students who took the SAT.,2
229,california_schools,satscores,NumGE1500,The number of test takers whose total SAT scores are greater than or equal to 1500 for the specified school.,Number of students who scored 1500 or higher on the SAT.,2
230,california_schools,frpm,CDSCode,The County-District-School (CDS) code for the school in California associated with the Free or Reduced-Price Meal entry.,A unique identifier for each school.,2
231,california_schools,frpm,Academic Year,The academic year for which the Free or Reduced-Price Meal data is reported.,"The 'Academic Year' column indicates the school year for which the data is relevant, allowing for tracking changes over time.",2
232,california_schools,frpm,County Code,The county for the school in California associated with the Free or Reduced-Price Meal entry.,The County Code column identifies the county in which a school is located.,2
233,california_schools,frpm,District Code,The code of the district for the school in California associated with the Free or Reduced-Price Meal entry.,The District Code column identifies the district number associated with a school.,2
234,california_schools,frpm,School Code ,The school code for the school associated with the Free or Reduced-Price Meal entry.,A unique identifier for each school within a district.,2
235,california_schools,frpm,County Name,The name of the county where the school associated with the Free or Reduced-Price Meal entry is located.,The County Name column identifies the name of the county where the school is located.,2
236,california_schools,frpm,District Name ,The name of the school district of the school associated with the Free or Reduced-Price Meal entry.,The name of the district in which the school is located.,2
237,california_schools,frpm,School Name,The name of the school associated with the Free or Reduced-Price Meal entry.,The School Name column contains the name of the school.,2
238,california_schools,frpm,District Type,The type of district the school associated with the Free or Reduced-Price Meal entry belongs to.,"The District Type column indicates the type of school district the school belongs to, such as County Office of Education (COE) or Unified.",3
239,california_schools,frpm,School Type ,"The type of school, such as elementary, middle, or high school, the school associated with the Free or Reduced-Price Meal entry belongs to.","The School Type column indicates the type of school, such as elementary, high school, or juvenile court school.",2
240,california_schools,frpm,Educational Option Type,The type of educational option provided by the school associated with the Free or Reduced-Price Meal entry.,"Describes the type of educational option the school provides, such as traditional, alternative, or magnet.",2
241,california_schools,frpm,NSLP Provision Status,The status of the school's participation in the National School Lunch Program (NSLP) provision options.,Describes the type of meal provision status for the school.,2
242,california_schools,frpm,Charter School (Y/N),"Indicates whether the school associated with the Free or Reduced-Price Meal entry is a charter school (1 for Yes, 0 for No).","Indicates whether a school is a charter school or not, represented as a numerical value.",2
243,california_schools,frpm,Charter School Number,"The unique identifier assigned to a charter school, for the school associated with the Free or Reduced-Price Meal entry.",A unique identifier for a charter school.,2
244,california_schools,frpm,Charter Funding Type,The type of funding for the charter school associated with the Free or Reduced-Price Meal entry.,Describes the type of funding received by a charter school.,2
245,california_schools,frpm,IRC,The IRC of the school associated with the Free or Reduced-Price Meal entry.,"The IRC column indicates the Indirectly Reimbursable Costs for a school, which is a measure of the costs incurred by a school that are not directly related to a specific program or activity but are necessary for the overall operation of the school.",2
246,california_schools,frpm,Low Grade,The lowest grade level offered at the school associated with the Free or Reduced-Price Meal entry.,The lowest grade level offered at a school.,2
247,california_schools,frpm,High Grade,The highest grade level offered at the school associated with the Free or Reduced-Price Meal entry.,The highest grade level offered at a school.,2
248,california_schools,frpm,Enrollment (K-12),The total number of students at the school associated with the Free or Reduced-Price Meal entry enrolled in grades K-12.,The number of students enrolled in grades K-12 at a school.,2
249,california_schools,frpm,Free Meal Count (K-12),The number of students at the school associated with the Free or Reduced-Price Meal entry in grades K-12 who receive free meals.,"The number of students who received free meals during the academic year, for grades K-12.",2
250,california_schools,frpm,Percent (%) Eligible Free (K-12),The percentage of K-12 students at the school eligible for free meals.,The percentage of students eligible for free meals in K-12 grades.,4
