,question_id,num_tokens
434,434,5609
435,435,5606
436,436,5610
437,437,5603
438,438,5602
439,439,5604
440,440,5603
441,441,5611
442,442,5617
443,443,5606
444,444,5613
445,445,5616
446,446,5614
447,447,5602
448,448,5613
449,449,5613
450,450,5611
451,451,5606
452,452,5605
453,453,5607
454,454,5609
455,455,5614
456,456,5612
457,457,5611
458,458,5620
459,459,5610
460,460,5609
461,461,5618
462,462,5611
463,463,5611
464,464,5610
465,465,5615
466,466,5616
467,467,5610
468,468,5610
469,469,5611
470,470,5607
471,471,5608
472,472,5611
473,473,5611
474,474,5617
475,475,5607
476,476,5612
477,477,5617
478,478,5605
479,479,5618
480,480,5607
481,481,5613
482,482,5605
483,483,5609
484,484,5613
485,485,5606
486,486,5614
487,487,5607
488,488,5610
489,489,5608
490,490,5613
491,491,5613
492,492,5608
493,493,5609
494,494,5624
495,495,5610
496,496,5613
497,497,5605
498,498,5611
499,499,5608
500,500,5611
501,501,5614
502,502,5606
503,503,5611
504,504,5618
505,505,5609
506,506,5617
507,507,5615
508,508,5615
509,509,5608
510,510,5622
511,511,5607
512,512,5610
513,513,5630
514,514,5612
515,515,5608
516,516,5610
517,517,5610
518,518,5617
519,519,5604
520,520,5617
521,521,5632
522,522,5616
523,523,5631
524,524,5608
525,525,5608
526,526,5611
527,527,5615
528,528,5618
529,529,5609
530,530,5613
531,531,3855
532,532,3861
533,533,3857
534,534,3857
535,535,3865
536,536,3860
537,537,3853
538,538,3857
539,539,3857
540,540,3862
541,541,3859
542,542,3859
543,543,3865
544,544,3867
545,545,3859
546,546,3860
547,547,3862
548,548,3860
549,549,3863
550,550,3861
551,551,3853
552,552,3855
553,553,3864
554,554,3858
555,555,3858
556,556,3858
557,557,3865
558,558,3860
559,559,3853
560,560,3851
561,561,3855
562,562,3859
563,563,3877
564,564,3857
565,565,3875
566,566,3860
567,567,3864
568,568,3857
569,569,3853
570,570,3864
571,571,3864
572,572,3867
573,573,3853
574,574,3855
575,575,3854
576,576,3853
577,577,3851
578,578,3867
579,579,3860
580,580,3854
581,581,3861
582,582,3857
583,583,3862
584,584,3869
585,585,3856
586,586,3857
587,587,3870
588,588,3854
589,589,3849
590,590,3849
591,591,3855
592,592,3853
593,593,3854
594,594,3857
595,595,3859
596,596,3855
597,597,3851
598,598,3859
599,599,3865
600,600,3863
601,601,3856
602,602,3864
603,603,3859
604,604,3863
605,605,3852
606,606,3866
607,607,3851
608,608,3867
609,609,3854
610,610,3856
611,611,3867
612,612,3859
613,613,3858
614,614,3858
615,615,3861
616,616,3870
617,617,3871
618,618,3857
619,619,3851
620,620,3868
621,621,3856
622,622,3859
623,623,3852
624,624,3854
625,625,3849
626,626,3851
627,627,3847
628,628,3850
629,629,3855
630,630,3855
631,631,3852
632,632,3850
633,633,3857
634,634,3858
635,635,3854
636,636,3855
637,637,3859
638,638,3854
639,639,3859
640,640,3862
641,641,3852
642,642,3856
643,643,3857
644,644,3867
645,645,3853
646,646,3860
647,647,3861
648,648,3863
649,649,3864
650,650,3858
651,651,3865
652,652,3857
653,653,3853
654,654,3860
655,655,3862
656,656,3857
657,657,3866
658,658,3856
659,659,3858
660,660,3853
661,661,3849
662,662,3860
663,663,3850
664,664,3854
665,665,3865
666,666,3863
667,667,3854
668,668,3857
669,669,3854
670,670,3856
671,671,3858
672,672,3865
673,673,3854
674,674,3853
675,675,3865
676,676,3852
677,677,3853
678,678,3863
679,679,3857
680,680,3852
681,681,3861
682,682,3862
683,683,3862
684,684,3848
685,685,3863
686,686,3852
687,687,3854
688,688,3864
689,689,3864
690,690,3856
691,691,3857
692,692,3876
693,693,3861
694,694,3874
695,695,3853
696,696,3855
697,697,3867
698,698,3866
699,699,3857
700,700,3855
701,701,3862
702,702,3852
703,703,3864
704,704,3857
705,705,3861
706,706,3852
707,707,3863
708,708,3856
709,709,3861
710,710,3858
711,711,3862
712,712,3866
713,713,3860
714,714,3857
715,715,3866
716,716,3866
717,717,1047
718,718,1047
719,719,1060
720,720,1051
721,721,1042
722,722,1044
723,723,1055
724,724,1052
725,725,1044
726,726,1049
727,727,1044
728,728,1050
729,729,1047
730,730,1058
731,731,1043
732,732,1043
733,733,1045
734,734,1047
735,735,1044
736,736,1042
737,737,1042
738,738,1046
739,739,1049
740,740,1047
741,741,1048
742,742,1042
743,743,1072
744,744,1060
745,745,1043
746,746,1044
747,747,1046
748,748,1048
749,749,1046
750,750,1045
751,751,1046
752,752,1043
753,753,1058
754,754,1046
755,755,1048
756,756,1042
757,757,1047
758,758,1050
759,759,1048
760,760,1057
761,761,1060
762,762,1044
763,763,1045
764,764,1047
765,765,1042
766,766,1049
767,767,1046
768,768,1045
769,769,1047
770,770,1045
771,771,1044
772,772,1053
773,773,1055
774,774,1045
775,775,1048
776,776,1045
777,777,1045
778,778,1045
779,779,1044
780,780,1044
781,781,1047
782,782,1049
783,783,1048
784,784,1043
785,785,1043
786,786,1046
787,787,1045
788,788,1047
789,789,1046
790,790,1051
791,791,1043
792,792,1043
793,793,1054
794,794,1041
795,795,1043
796,796,1049
797,797,1044
798,798,1049
799,799,1043
800,800,1044
801,801,1045
802,802,1041
803,803,1045
804,804,1046
805,805,1045
806,806,1054
807,807,1051
808,808,1053
809,809,1047
810,810,1047
811,811,1048
812,812,1048
813,813,1045
814,814,1048
815,815,1041
816,816,1050
817,817,1045
818,818,1048
819,819,1058
820,820,1041
821,821,1042
822,822,1048
823,823,1044
824,824,1049
825,825,1049
826,826,1044
827,827,1050
828,828,1040
829,829,1055
830,830,1044
831,831,1043
832,832,1040
833,833,1045
834,834,1050
835,835,1051
836,836,1050
837,837,1047
838,838,1045
839,839,1055
840,840,1047
841,841,1049
842,842,1044
843,843,1049
844,844,1044
845,845,1055
846,846,3247
847,847,3248
848,848,3241
849,849,3244
850,850,3240
851,851,3239
852,852,3246
853,853,3240
854,854,3239
855,855,3242
856,856,3240
857,857,3236
858,858,3245
859,859,3243
860,860,3256
861,861,3252
862,862,3244
863,863,3243
864,864,3246
865,865,3246
866,866,3255
867,867,3247
868,868,3238
869,869,3248
870,870,3243
871,871,3254
872,872,3257
873,873,3243
874,874,3240
875,875,3243
876,876,3246
877,877,3246
878,878,3249
879,879,3241
880,880,3261
881,881,3250
882,882,3235
883,883,3244
884,884,3249
885,885,3243
886,886,3235
887,887,3244
888,888,3243
889,889,3242
890,890,3241
891,891,3243
892,892,3243
893,893,3246
894,894,3245
895,895,3244
896,896,3250
897,897,3245
898,898,3239
899,899,3245
900,900,3256
901,901,3247
902,902,3244
903,903,3242
904,904,3242
905,905,3240
906,906,3244
907,907,3244
908,908,3253
909,909,3245
910,910,3235
911,911,3250
912,912,3236
913,913,3239
914,914,3234
915,915,3234
916,916,3237
917,917,3242
918,918,3233
919,919,3238
920,920,3244
921,921,3243
922,922,3247
923,923,3240
924,924,3248
925,925,3250
926,926,3239
927,927,3249
928,928,3247
929,929,3238
930,930,3239
931,931,3244
932,932,3240
933,933,3242
934,934,3258
935,935,3243
936,936,3243
937,937,3245
938,938,3247
939,939,3242
940,940,3254
941,941,3245
942,942,3246
943,943,3245
944,944,3251
945,945,3236
946,946,3236
947,947,3237
948,948,3235
949,949,3233
950,950,3240
951,951,3239
952,952,3234
953,953,3239
954,954,3244
955,955,3239
956,956,3248
957,957,3235
958,958,3243
959,959,3240
960,960,3244
961,961,3242
962,962,3255
963,963,3245
964,964,3238
965,965,3241
966,966,3237
967,967,3246
968,968,3235
969,969,3238
970,970,3250
971,971,3237
972,972,3253
973,973,3247
974,974,3237
975,975,3236
976,976,3251
977,977,3245
978,978,3243
979,979,3235
980,980,3253
981,981,3250
982,982,3238
983,983,3243
984,984,3241
985,985,3250
986,986,3247
987,987,3249
988,988,3252
989,989,3246
990,990,3249
991,991,3248
992,992,3264
993,993,3248
994,994,3255
995,995,3241
996,996,3248
997,997,3237
998,998,3247
999,999,3251
1000,1000,3241
1001,1001,3257
1002,1002,3258
1003,1003,3245
1004,1004,3243
1005,1005,3241
1006,1006,3245
1007,1007,3241
1008,1008,3245
1009,1009,3246
1010,1010,3242
1011,1011,3248
1012,1012,3246
1013,1013,3238
1014,1014,3237
1015,1015,3244
1016,1016,3256
1017,1017,3245
1018,1018,3246
1019,1019,3247
1020,1020,5541
1021,1021,5540
1022,1022,5541
1023,1023,5558
1024,1024,5546
1025,1025,5539
1026,1026,5542
1027,1027,5544
1028,1028,5544
1029,1029,5550
1030,1030,5542
1031,1031,5554
1032,1032,5550
1033,1033,5543
1034,1034,5545
1035,1035,5550
1036,1036,5544
1037,1037,5548
1038,1038,5546
1039,1039,5541
1040,1040,5548
1041,1041,5565
1042,1042,5556
1043,1043,5539
1044,1044,5545
1045,1045,5542
1046,1046,5548
1047,1047,5549
1048,1048,5544
1049,1049,5546
1050,1050,5539
1051,1051,5537
1052,1052,5548
1053,1053,5549
1054,1054,5540
1055,1055,5541
1056,1056,5540
1057,1057,5547
1058,1058,5541
1059,1059,5537
1060,1060,5536
1061,1061,5541
1062,1062,5550
1063,1063,5535
1064,1064,5536
1065,1065,5538
1066,1066,5536
1067,1067,5544
1068,1068,5550
1069,1069,5534
1070,1070,5536
1071,1071,5569
1072,1072,5540
1073,1073,5548
1074,1074,5545
1075,1075,5543
1076,1076,5549
1077,1077,5535
1078,1078,5540
1079,1079,5532
1080,1080,5553
1081,1081,5537
1082,1082,5533
1083,1083,5534
1084,1084,5553
1085,1085,5551
1086,1086,5537
1087,1087,5549
1088,1088,5546
1089,1089,5543
1090,1090,5537
1091,1091,5545
1092,1092,5542
1093,1093,5543
1094,1094,5548
1095,1095,5545
1096,1096,5535
1097,1097,5536
1098,1098,5542
1099,1099,5536
1100,1100,5539
1101,1101,5545
1102,1102,5558
1103,1103,5544
1104,1104,5545
1105,1105,5545
1106,1106,5545
1107,1107,5544
1108,1108,5550
1109,1109,5550
1110,1110,5548
1111,1111,5546
1112,1112,5547
1113,1113,5551
1114,1114,5556
1115,1115,5549
1116,1116,5535
1117,1117,5539
1118,1118,5541
1119,1119,5538
1120,1120,5543
1121,1121,5545
1122,1122,5535
1123,1123,5537
1124,1124,5548
1125,1125,5546
1126,1126,5536
1127,1127,5544
1128,1128,5536
1129,1129,5537
1130,1130,5542
1131,1131,5535
1132,1132,5546
1133,1133,5544
1134,1134,5541
1135,1135,5551
1136,1136,5547
1137,1137,5542
1138,1138,5540
1139,1139,5559
1140,1140,5541
1141,1141,5545
1142,1142,5548
1143,1143,5543
1144,1144,5544
1145,1145,5542
1146,1146,5541
1147,1147,5537
1148,1148,5549
1149,1149,1764
1150,1150,1759
1151,1151,1766
1152,1152,1766
1153,1153,1769
1154,1154,1770
1155,1155,1762
1156,1156,1759
1157,1157,1768
1158,1158,1764
1159,1159,1766
1160,1160,1761
1161,1161,1772
1162,1162,1766
1163,1163,1761
1164,1164,1765
1165,1165,1763
1166,1166,1765
1167,1167,1773
1168,1168,1773
1169,1169,1764
1170,1170,1764
1171,1171,1769
1172,1172,1756
1173,1173,1780
1174,1174,1766
1175,1175,1771
1176,1176,1771
1177,1177,1771
1178,1178,1759
1179,1179,1785
1180,1180,1775
1181,1181,1781
1182,1182,1784
1183,1183,1780
1184,1184,1777
1185,1185,1779
1186,1186,1777
1187,1187,1791
1188,1188,1765
1189,1189,1787
1190,1190,1769
1191,1191,1767
1192,1192,1779
1193,1193,1771
1194,1194,1789
1195,1195,1772
1196,1196,1758
1197,1197,1766
1198,1198,1755
1199,1199,1763
1200,1200,1762
1201,1201,1764
1202,1202,1778
1203,1203,1763
1204,1204,1769
1205,1205,1763
1206,1206,1780
1207,1207,1786
1208,1208,1782
1209,1209,1773
1210,1210,1781
1211,1211,1774
1212,1212,1769
1213,1213,1781
1214,1214,1770
1215,1215,1773
1216,1216,1763
1217,1217,1764
1218,1218,1765
1219,1219,1770
1220,1220,1768
1221,1221,1768
1222,1222,1761
1223,1223,1765
1224,1224,1770
1225,1225,1768
1226,1226,1770
1227,1227,1758
1228,1228,1768
1229,1229,1770
1230,1230,1764
1231,1231,1771
1232,1232,1777
1233,1233,1774
1234,1234,1775
1235,1235,1766
1236,1236,1772
1237,1237,1767
1238,1238,1771
1239,1239,1770
1240,1240,1769
1241,1241,1778
1242,1242,1767
1243,1243,1774
1244,1244,1773
1245,1245,1776
1246,1246,1769
1247,1247,1771
1248,1248,1765
1249,1249,1763
1250,1250,1768
1251,1251,1761
1252,1252,1762
1253,1253,1766
1254,1254,1767
1255,1255,1766
1256,1256,1761
1257,1257,1766
1258,1258,1767
1259,1259,1772
1260,1260,1764
1261,1261,1757
1262,1262,1768
1263,1263,1779
1264,1264,1768
1265,1265,1766
1266,1266,1769
1267,1267,1767
1268,1268,1765
1269,1269,1774
1270,1270,1771
1271,1271,1763
1272,1272,1770
1273,1273,1765
1274,1274,1768
1275,1275,1775
1276,1276,1767
1277,1277,1763
1278,1278,1767
1279,1279,1778
1280,1280,1765
1281,1281,1772
1282,1282,1768
1283,1283,1767
1284,1284,1771
1285,1285,1769
1286,1286,1768
1287,1287,1769
1288,1288,1760
1289,1289,1767
1290,1290,1764
1291,1291,1761
1292,1292,1771
1293,1293,1765
1294,1294,1770
1295,1295,1774
1296,1296,1768
1297,1297,1770
1298,1298,1773
1299,1299,1765
1300,1300,1766
1301,1301,1767
1302,1302,1773
1303,1303,1759
1304,1304,1763
1305,1305,1761
1306,1306,1760
1307,1307,1770
1308,1308,1764
1309,1309,1770
1310,1310,1769
1311,1311,1761
1312,1312,2158
1313,1313,2167
1314,1314,2174
1315,1315,2168
1316,1316,2174
1317,1317,2181
1318,1318,2170
1319,1319,2165
1320,1320,2167
1321,1321,2170
1322,1322,2175
1323,1323,2175
1324,1324,2164
1325,1325,2167
1326,1326,2166
1327,1327,2175
1328,1328,2169
1329,1329,2161
1330,1330,2163
1331,1331,2165
1332,1332,2167
1333,1333,2167
1334,1334,2169
1335,1335,2167
1336,1336,2164
1337,1337,2169
1338,1338,2168
1339,1339,2169
1340,1340,2178
1341,1341,2161
1342,1342,2171
1343,1343,2168
1344,1344,2168
1345,1345,2166
1346,1346,2162
1347,1347,2165
1348,1348,2170
1349,1349,2167
1350,1350,2176
1351,1351,2160
1352,1352,2177
1353,1353,2163
1354,1354,2164
1355,1355,2163
1356,1356,2162
1357,1357,2162
1358,1358,2167
1359,1359,2174
1360,1360,2169
1361,1361,2165
1362,1362,2163
1363,1363,2165
1364,1364,2160
1365,1365,2164
1366,1366,2164
1367,1367,2162
1368,1368,2171
1369,1369,2160
1370,1370,2162
1371,1371,2163
1372,1372,2164
1373,1373,2165
1374,1374,2172
1375,1375,2170
1376,1376,2168
1377,1377,2161
1378,1378,2164
1379,1379,2163
1380,1380,2163
1381,1381,2166
1382,1382,2169
1383,1383,2163
1384,1384,2162
1385,1385,2164
1386,1386,2164
1387,1387,2168
1388,1388,2172
1389,1389,2159
1390,1390,2174
1391,1391,2165
1392,1392,2170
1393,1393,2167
1394,1394,2168
1395,1395,2168
1396,1396,2169
1397,1397,2173
1398,1398,2163
1399,1399,2164
1400,1400,2178
1401,1401,2165
1402,1402,2167
1403,1403,2169
1404,1404,2169
1405,1405,2182
1406,1406,2167
1407,1407,2170
1408,1408,2163
1409,1409,2166
1410,1410,2178
1411,1411,2163
1412,1412,2170
1413,1413,2166
1414,1414,2163
1415,1415,2164
1416,1416,2165
1417,1417,2168
1418,1418,2165
1419,1419,2177
1420,1420,2163
1421,1421,2165
1422,1422,2164
1423,1423,2164
1424,1424,2168
1425,1425,2178
1426,1426,2172
1427,1427,2177
1428,1428,2167
1429,1429,2182
1430,1430,2174
1431,1431,2169
1432,1432,2178
1433,1433,2162
1434,1434,2178
1435,1435,2182
1436,1436,2168
1437,1437,2189
1438,1438,2182
1439,1439,2174
1440,1440,2180
1441,1441,2167
1442,1442,2164
1443,1443,2175
1444,1444,2164
1445,1445,2166
1446,1446,2163
1447,1447,2165
1448,1448,2176
1449,1449,2173
1450,1450,2173
1451,1451,2170
1452,1452,2168
1453,1453,2164
1454,1454,2164
1455,1455,2166
1456,1456,2173
1457,1457,2172
1458,1458,2165
1459,1459,2168
1460,1460,2176
1461,1461,2169
1462,1462,2176
1463,1463,2164
1464,1464,2178
1465,1465,2165
1466,1466,2177
1467,1467,2172
1468,1468,2161
1469,1469,2180
1470,1470,743
1471,1471,751
1472,1472,746
1473,1473,749
1474,1474,749
1475,1475,755
1476,1476,753
1477,1477,743
1478,1478,739
1479,1479,745
1480,1480,747
1481,1481,776
1482,1482,768
1483,1483,749
1484,1484,749
1485,1485,750
1486,1486,754
1487,1487,753
1488,1488,748
1489,1489,748
1490,1490,747
1491,1491,761
1492,1492,742
1493,1493,750
1494,1494,743
1495,1495,744
1496,1496,744
1497,1497,744
1498,1498,745
1499,1499,748
1500,1500,748
1501,1501,751
1502,1502,745
1503,1503,746
1504,1504,750
1505,1505,754
1506,1506,751
1507,1507,753
1508,1508,755
1509,1509,761
1510,1510,751
1511,1511,751
1512,1512,746
1513,1513,751
1514,1514,756
1515,1515,753
1516,1516,751
1517,1517,744
1518,1518,756
1519,1519,756
1520,1520,773
1521,1521,762
1522,1522,756
1523,1523,745
1524,1524,753
1525,1525,751
1526,1526,766
1527,1527,742
1528,1528,749
1529,1529,760
1530,1530,749
