,database_name,table_name,original_column_name,column_name,column_description,data_format,value_description,type,gold_prompt_chars,gold_prompt_words,gold_prompt_tokens,pred_prompt_chars,pred_prompt_words,pred_prompt_tokens
23,financial,loan,date,,the date when the loan is approved,date,,,1834.5,817.5,2068,1555.0,677.25,1838
24,financial,loan,amount,,approved amount,integer,unit：US dollar,,1831.25,813.75,2063,1556.0,677.25,1838
25,financial,loan,duration,,loan duration,integer,unit：month,,1832.25,813.75,2063,1557.0,677.25,1838
26,financial,loan,payments,monthly payments,monthly payments,real,unit：month,,1836.25,814.5,2064,1557.0,677.25,1838
27,financial,loan,status,,repayment status,text,"'A' stands for contract finished, no problems;
'B' stands for contract finished, loan not paid;
'C' stands for running contract, OK so far;
'D' stands for running contract, client in debt",,1831.5,813.75,2063,1556.0,677.25,1838
28,financial,client,client_id,,the unique number,integer,,P,1782.0,789.75,1955,1505.5,652.5,1728
29,financial,client,gender,,,text,"F：female 
M：male ",,1776.25,788.25,1950,1504.0,652.5,1726
30,financial,client,birth_date,,birth date,date,,,1781.0,789.0,1954,1506.0,652.5,1728
31,financial,client,district_id,location of branch,location of branch,integer,,F,1787.5,791.25,1957,1506.5,652.5,1728
32,financial,district,district_id,location of branch,location of branch,integer ,,P,1948.25,900.75,2321,1667.25,762.0,2092
33,financial,district,A2,district_name,district_name,text,,,1939.0,897.75,2319,1662.75,762.0,2092
34,financial,district,A3,region,region,text,,,1935.5,897.75,2317,1662.75,762.0,2092
35,financial,district,A4,number of inhabitants ,,text,,,1938.75,900.0,2319,1662.75,762.0,2092
36,financial,district,A5,no. of municipalities with inhabitants < 499,municipality < district < region,text,,,1951.5,905.25,2329,1662.75,762.0,2092
37,financial,district,A6,no. of municipalities with inhabitants 500-1999,municipality < district < region,text,,,1952.25,904.5,2331,1662.75,762.0,2092
38,financial,district,A7,no. of municipalities with inhabitants 2000-9999,municipality < district < region,text,,,1952.5,904.5,2332,1662.75,762.0,2092
39,financial,district,A8,no. of municipalities with inhabitants > 10000,municipality < district < region,integer,,,1952.0,905.25,2330,1662.75,762.0,2092
40,financial,district,A9,,,integer,not useful,,1934.0,897.75,2317,1662.75,762.0,2092
41,financial,district,A10,ratio of urban inhabitants,ratio of urban inhabitants,real,,,1946.25,902.25,2323,1663.25,762.0,2092
42,financial,district,A11,average salary,average salary,integer,,,1940.25,899.25,2319,1663.25,762.0,2092
43,financial,district,A12,unemployment rate 1995,unemployment rate 1995,real,,,1944.25,900.75,2325,1663.25,762.0,2092
44,financial,district,A13,unemployment rate 1996,unemployment rate 1996,real,,,1944.25,900.75,2325,1663.25,762.0,2092
45,financial,district,A14,no. of entrepreneurs per 1000 inhabitants,no. of entrepreneurs per 1000 inhabitants,integer,,,1953.75,905.25,2333,1663.25,762.0,2092
46,financial,district,A15,no. of committed crimes 1995,no. of committed crimes 1995,integer,,,1947.25,903.75,2331,1663.25,762.0,2092
47,financial,district,A16,no. of committed crimes 1996,no. of committed crimes 1996,integer,,,1947.25,903.75,2331,1663.25,762.0,2092
48,financial,trans,trans_id,transaction id,transaction id,integer,,P,1905.0,852.75,2184,1626.75,715.5,1957
49,financial,trans,account_id,,,integer,,F,1901.0,851.25,2182,1627.75,715.5,1957
50,financial,trans,date,date of transaction,date of transaction,date,,,1904.5,854.25,2183,1624.75,715.5,1955
51,financial,trans,type,+/- transaction,+/- transaction,text,"""PRIJEM"" stands for credit
""VYDAJ"" stands for withdrawal",,1902.5,852.75,2181,1624.75,715.5,1955
52,financial,trans,operation,mode of transaction,mode of transaction,text,"""VYBER KARTOU"": credit card withdrawal
""VKLAD"": credit in cash
""PREVOD Z UCTU"" :collection from another bank
""VYBER"": withdrawal in cash
""PREVOD NA UCET"": remittance to another bank",,1908.25,854.25,2183,1627.25,715.5,1955
53,financial,trans,amount,amount of money,amount of money,integer,Unit：USD,,1904.0,854.25,2183,1625.75,715.5,1955
54,financial,trans,balance,balance after transaction,balance after transaction,integer,Unit：USD,,1909.75,854.25,2183,1626.25,715.5,1955
55,financial,trans,k_symbol,characterization of the transaction,,text,"""POJISTNE"": stands for insurrance payment
""SLUZBY"": stands for payment for statement
""UROK"": stands for interest credited
""SANKC. UROK"": sanction interest if negative balance
""SIPO"": stands for household
""DUCHOD"": stands for old-age pension
""UVER"": stands for loan payment",,1907.5,853.5,2185,1626.75,715.5,1957
56,financial,trans,bank,bank of the partner,,text,each bank has unique two-letter code,,1900.5,853.5,2182,1624.75,715.5,1955
57,financial,trans,account,account of the partner,,integer,,,1903.5,853.5,2182,1626.25,715.5,1955
58,financial,account,account_id,account id,the id of the account,integer,,P,1824.25,799.5,2026,1544.75,660.0,1796
59,financial,account,district_id,location of branch,location of branch,integer ,,F,1826.25,798.75,2025,1545.25,660.0,1796
60,financial,account,frequency,frequency,frequency of the acount,text,"""POPLATEK MESICNE"" stands for monthly issuance
""POPLATEK TYDNE"" stands for weekly issuance
""POPLATEK PO OBRATU"" stands for issuance after transaction",,1823.75,798.0,2022,1544.25,660.0,1794
61,financial,account,date,date,the creation date of the account,date,in the form YYMMDD,,1821.0,799.5,2023,1541.75,660.0,1794
62,financial,card,card_id,credit card id,id number of credit card,integer,,P,1792.75,792.75,1969,1512.25,652.5,1738
63,financial,card,disp_id,disposition id,disposition id,integer,,F,1790.25,789.75,1965,1512.25,652.5,1738
64,financial,card,type,,type of credit card,text,"""junior"": junior class of credit card; 
""classic"": standard class of credit card; 
""gold"": high-level credit card",,1786.5,790.5,1963,1510.75,652.5,1736
65,financial,card,issued,,the date when the credit card issued ,date,in the form YYMMDD,,1792.5,793.5,1966,1511.75,652.5,1736
66,financial,order,order_id,,identifying the unique order,integer,,P,1821.75,806.25,2025,1542.75,668.25,1797
67,financial,order,account_id,,id number of account,integer,,F,1821.25,806.25,2025,1543.75,668.25,1797
68,financial,order,bank_to,bank of the recipient,bank of the recipient,text,,,1823.75,808.5,2028,1542.25,668.25,1797
69,financial,order,account_to,account of the recipient,account of the recipient,integer,each bank has unique two-letter code,,1827.5,808.5,2028,1543.75,668.25,1797
70,financial,order,amount,debited amount,debited amount,real,,,1819.5,805.5,2023,1541.75,668.25,1795
71,financial,order,k_symbol,characterization of the payment,purpose of the payment,text,"""POJISTNE"" stands for insurance payment
""SIPO"" stands for household payment
""LEASING"" stands for leasing
""UVER"" stands for loan payment",,1827.25,808.5,2028,1542.75,668.25,1797
72,financial,disp,disp_id,disposition id,unique number of identifying this row of record,integer,,P,1775.0,794.25,1920,1488.75,652.5,1687
73,financial,disp,client_id,,id number of client,integer,,F,1766.75,790.5,1915,1489.75,652.5,1687
74,financial,disp,account_id,,id number of account,integer,,F,1767.75,790.5,1915,1490.25,652.5,1687
75,financial,disp,type,,type of disposition,text,"""OWNER"" : ""USER"" : ""DISPONENT""
commonsense evidence:
the account can only have the right to issue permanent orders or apply for loans",,1763.0,789.75,1911,1487.25,652.5,1685
76,formula_1,circuits,circuitId,circuit Id ,unique identification number of the circuit ,integer ,,P,3165.75,1181.25,3355,2880.5,1039.5,3124
77,formula_1,circuits,circuitRef,circuit reference name ,circuit reference name ,text,,,3164.25,1179.75,3353,2881.0,1039.5,3124
78,formula_1,circuits,name ,,full name of circuit ,text,,,3155.0,1178.25,3352,2878.5,1039.5,3124
79,formula_1,circuits,location  ,,location of circuit ,text,,,3158.5,1177.5,3351,2881.0,1039.5,3124
80,formula_1,circuits,country ,,country of circuit ,text,,,3156.75,1177.5,3351,2880.0,1039.5,3124
81,formula_1,circuits,lat ,latitude  ,latitude of location of circuit ,real,,,3158.75,1179.75,3354,2878.0,1039.5,3124
82,formula_1,circuits,lng ,longitude  ,longitude of location of circuit ,real,"commonsense evidence: 
Location coordinates: (lat, lng)",,3159.25,1179.75,3354,2878.0,1039.5,3124
83,formula_1,circuits,alt ,,,integer ,not useful ,,3149.75,1175.25,3349,2878.0,1039.5,3124
84,formula_1,circuits,url ,,url ,text,,,3150.0,1176.0,3349,2878.0,1039.5,3124
85,formula_1,status,statusId ,status ID,the unique identification number identifying status,integer,,,2872.5,1109.25,2998,2586.0,969.0,2766
86,formula_1,status,status ,,full name of status ,text,,,2861.75,1107.75,2992,2585.0,969.0,2764
87,formula_1,drivers,driverId ,driver ID ,the unique identification number identifying each driver,integer,,,3103.25,1168.5,3337,2815.25,1026.75,3104
88,formula_1,drivers,driverRef ,driver reference name ,driver reference name ,text,,,3098.5,1167.0,3334,2815.75,1026.75,3104
89,formula_1,drivers,number ,,number ,integer,,,3087.75,1163.25,3327,2814.25,1026.75,3102
90,formula_1,drivers,code ,,abbreviated code for drivers ,text,"if ""null"" or empty, it means it doesn't have code ",,3091.75,1165.5,3330,2813.25,1026.75,3102
91,formula_1,drivers,forename ,,forename ,text,,,3089.75,1163.25,3331,2815.25,1026.75,3104
92,formula_1,drivers,surname ,,surname ,text,,,3088.75,1163.25,3327,2814.75,1026.75,3102
93,formula_1,drivers,dob ,date of birth ,date of birth ,date,,,3090.0,1167.0,3331,2812.75,1026.75,3102
94,formula_1,drivers,nationality ,,nationality of drivers ,text,,,3095.5,1164.75,3329,2816.75,1026.75,3102
95,formula_1,drivers,url ,,the introduction website of the drivers ,text,,,3093.75,1167.0,3332,2812.75,1026.75,3102
96,formula_1,driverStandings,driverStandingsId ,driver Standings Id ,the unique identification number identifying driver standing records ,integer,,,2924.5,1154.25,3143,2628.5,1010.25,2905
97,formula_1,driverStandings,raceId ,constructor Reference name ,id number identifying which races ,integer,,,2909.25,1152.0,3133,2623.0,1010.25,2901
98,formula_1,driverStandings,driverId ,,id number identifying which drivers ,integer,,,2905.25,1149.75,3131,2624.0,1010.25,2901
99,formula_1,driverStandings,points ,,how many points acquired in each race ,real,,,2904.25,1151.25,3130,2623.0,1010.25,2899
100,formula_1,driverStandings,position ,,position or track of circuits ,integer,,,2903.75,1149.75,3128,2624.0,1010.25,2899
101,formula_1,driverStandings,positionText ,position text ,,text,"same with position, not quite useful ",,2902.75,1147.5,3128,2626.0,1010.25,2901
102,formula_1,driverStandings,wins ,,wins ,integer,,,2894.5,1146.75,3124,2622.0,1010.25,2899
103,formula_1,races,raceId ,race ID ,the unique identification number identifying the race ,integer ,,,3109.5,1176.0,3386,2823.0,1033.5,3153
104,formula_1,races,year ,,year ,integer ,,,3094.5,1170.0,3376,2822.0,1033.5,3151
105,formula_1,races,round ,,round ,integer ,,,3095.5,1170.0,3376,2822.5,1033.5,3151
106,formula_1,races,circuitId ,Circuit Id ,circuit Id ,integer ,,,3101.75,1172.25,3381,2824.5,1033.5,3153
107,formula_1,races,name ,,name of the race ,text,,,3097.5,1172.25,3379,2822.0,1033.5,3151
108,formula_1,races,date ,,duration time ,date,,,3096.75,1170.75,3377,2822.0,1033.5,3151
109,formula_1,races,time ,,time of the location ,text,,,3098.5,1172.25,3379,2822.0,1033.5,3151
110,formula_1,races,url ,,introduction of races ,text,,,3098.0,1171.5,3378,2821.5,1033.5,3151
111,formula_1,constructors,constructorId ,constructor Id ,the unique identification number identifying constructors ,integer ,,,3050.0,1139.25,3186,2759.0,997.5,2954
112,formula_1,constructors,constructorRef ,Constructor Reference name ,Constructor Reference name ,text,,,3046.0,1137.75,3184,2759.5,997.5,2954
113,formula_1,constructors,name ,,full name of the constructor ,text,,,3033.0,1137.0,3181,2754.5,997.5,2952
114,formula_1,constructors,nationality ,,nationality of the constructor ,text,,,3038.75,1136.25,3180,2758.0,997.5,2952
115,formula_1,constructors,url ,,the introduction website of the constructor ,text,"commonsense evidence: 
How to find out the detailed introduction of the constructor: through its url",,3036.0,1137.75,3182,2754.0,997.5,2952
117,formula_1,constructorResults,constructorResultsId,constructor Results Id,constructor Results Id,integer,,P,2912.75,1132.5,3071,2627.5,993.75,2841
118,formula_1,constructorResults,raceId,race Id,race id,integer,,F,2894.75,1131.0,3066,2620.5,993.75,2839
119,formula_1,constructorResults,constructorId,constructor Id,constructor id,integer,,F,2903.5,1131.0,3066,2624.0,993.75,2839
120,formula_1,constructorResults,points,,points,real,,,2893.5,1129.5,3061,2620.5,993.75,2837
121,formula_1,constructorResults,status,,status,text,,,2893.5,1129.5,3061,2620.5,993.75,2837
122,formula_1,lapTimes,raceId ,race ID ,the identification number identifying race,integer ,,,2908.25,1142.25,3132,2624.75,1002.0,2901
123,formula_1,lapTimes,driverId ,driver ID ,the identification number identifying each driver ,integer ,,,2912.25,1143.75,3133,2625.75,1002.0,2901
124,formula_1,lapTimes,lap ,,lap number ,integer ,,,2897.0,1139.25,3125,2623.25,1002.0,2899
125,formula_1,lapTimes,position ,,position or track of circuits  ,integer ,,,2905.75,1141.5,3129,2625.75,1002.0,2899
126,formula_1,lapTimes,time ,,lap time  ,text,in minutes / seconds / ... ,,2897.5,1139.25,3126,2623.75,1002.0,2899
127,formula_1,lapTimes,milliseconds ,,milliseconds ,integer ,,,2904.25,1138.5,3124,2627.75,1002.0,2899
128,formula_1,qualifying,qualifyId ,qualify Id ,the unique identification number identifying qualifying ,integer ,"How does F1 Sprint qualifying work? Sprint qualifying is essentially a short-form Grand Prix � a race that is one-third the number of laps of the main event on Sunday. However, the drivers are battling for positions on the grid for the start of Sunday's race. ",,2964.5,1168.5,3261,2676.0,1026.75,3029
129,formula_1,qualifying,raceId ,race Id ,the identification number identifying each race ,integer ,,,2959.5,1168.5,3261,2674.5,1026.75,3029
130,formula_1,qualifying,driverId ,driver Id,the identification number identifying each driver ,integer ,,,2961.75,1167.75,3261,2675.5,1026.75,3029
131,formula_1,qualifying,constructorId ,constructor id ,constructor Id ,integer ,,,2958.25,1165.5,3257,2678.0,1026.75,3029
132,formula_1,qualifying,number ,,number ,integer ,,,2948.0,1163.25,3252,2674.5,1026.75,3027
133,formula_1,qualifying,position ,,position or track of circuit ,integer ,,,2955.0,1166.25,3256,2675.5,1026.75,3027
134,formula_1,qualifying,q1 ,qualifying 1 ,time in qualifying 1 ,text,"in minutes / seconds / ... 
commonsense evidence: 
Q1 lap times determine pole position and the order of the front 10 positions on the grid. The slowest driver in Q1 starts 10th, the next starts ninth and so on. 
All 20 F1 drivers participate in the first period, called Q1, with each trying to set the fastest time possible. Those in the top 15 move on to the next period of qualifying, called Q2. The five slowest drivers are eliminated and will start the race in the last five positions on the grid. ",,2951.0,1167.0,3261,2672.5,1026.75,3029
135,formula_1,qualifying,q2 ,qualifying 2 ,time in qualifying 2 ,text,"in minutes / seconds / ... 
commonsense evidence: 
only top 15 in the q1 has the record of q2 
Q2 is slightly shorter but follows the same format. Drivers try to put down their best times to move on to Q1 as one of the 10 fastest cars. The five outside of the top 10 are eliminated and start the race from 11th to 15th based on their best lap time. ",,2951.0,1167.0,3261,2672.5,1026.75,3029
136,formula_1,qualifying,q3 ,qualifying 3 ,time in qualifying 3 ,text,"in minutes / seconds / ... 
commonsense evidence: 
only top 10 in the q2 has the record of q3 ",,2951.0,1167.0,3261,2672.5,1026.75,3029
137,formula_1,pitStops,raceId ,race ID ,the identification number identifying race ,integer ,,,2933.25,1151.25,3178,2649.5,1010.25,2947
138,formula_1,pitStops,driverId ,driver ID ,the identification number identifying each driver ,integer ,,,2937.0,1152.0,3179,2650.5,1010.25,2947
139,formula_1,pitStops,stop ,,stop number ,integer ,,,2922.75,1147.5,3171,2648.5,1010.25,2945
140,formula_1,pitStops,lap ,,lap number ,integer ,,,2921.75,1147.5,3171,2648.0,1010.25,2945
141,formula_1,pitStops,time ,,time ,text,exact time  ,,2921.0,1146.75,3170,2648.5,1010.25,2945
142,formula_1,pitStops,duration ,,duration time ,text,seconds/ ,,2926.25,1147.5,3171,2650.5,1010.25,2945
143,formula_1,pitStops,milliseconds ,,milliseconds ,integer ,,,2929.0,1146.75,3170,2652.5,1010.25,2945
144,formula_1,seasons,year ,race ID ,the unique identification number identifying the race,integer,,,2984.5,1110.75,3108,2698.75,969.0,2876
145,formula_1,seasons,url ,,website link of season race introduction ,text,,,2979.5,1109.25,3106,2698.25,969.0,2876
146,formula_1,constructorStandings,constructorStandingsId ,constructor Standings Id ,unique identification of the constructor standing records ,integer ,,,2935.5,1153.5,3142,2639.75,1010.25,2905
147,formula_1,constructorStandings,raceId ,race id ,id number identifying which races ,integer ,,,2913.25,1151.25,3132,2631.75,1010.25,2901
148,formula_1,constructorStandings,constructorId ,constructor id ,id number identifying which id ,integer ,,,2919.5,1151.25,3132,2635.25,1010.25,2901
149,formula_1,constructorStandings,points,,how many points acquired in each race ,,,,2912.25,1151.25,3127,2631.25,1010.25,2897
150,formula_1,constructorStandings,position ,,position or track of circuits ,integer ,,,2912.5,1149.75,3128,2632.75,1010.25,2899
151,formula_1,constructorStandings,positionText ,position text ,,text,"same with position, not quite useful ",,2911.5,1147.5,3128,2634.75,1010.25,2901
152,formula_1,constructorStandings,wins ,,wins ,integer ,,,2903.25,1146.75,3124,2630.75,1010.25,2899
153,formula_1,results,resultId,Result ID ,the unique identification number identifying race result ,integer,,P,3048.0,1243.5,3443,2760.0,1101.0,3211
154,formula_1,results,raceId,race ID ,the identification number identifying the race ,integer ,,F,3043.5,1242.75,3442,2759.0,1101.0,3211
155,formula_1,results,driverId ,driver ID,the identification number identifying the driver ,integer ,,,3046.5,1242.0,3445,2760.5,1101.0,3213
156,formula_1,results,constructorId ,constructor Id ,the identification number identifying which constructors ,integer ,,,3053.75,1242.75,3445,2763.0,1101.0,3213
157,formula_1,results,number ,,number  ,integer ,,,3033.25,1237.5,3437,2759.5,1101.0,3211
158,formula_1,results,grid ,,the number identifying the area where cars are set into a grid formation in order to start the race. ,integer ,,,3055.0,1251.0,3455,2758.5,1101.0,3211
159,formula_1,results,position ,,The finishing position or track of circuits ,integer ,,,3043.75,1242.0,3442,2760.5,1101.0,3211
160,formula_1,results,positionText ,position text ,,text,not quite useful ,,3039.25,1238.25,3440,2762.5,1101.0,3213
161,formula_1,results,positionOrder ,position order ,the finishing order of positions ,integer ,,,3047.75,1242.0,3444,2763.0,1101.0,3213
162,formula_1,results,points ,,points ,real,,,3033.0,1237.5,3436,2759.5,1101.0,3211
163,formula_1,results,laps ,,lap number ,integer ,,,3032.5,1238.25,3437,2758.5,1101.0,3211
164,formula_1,results,time  ,,finish time ,text,"commonsense evidence: 
1. if the value exists, it means the driver finished the race. 
2. Only the time of the champion shows in the format of ""minutes: seconds.millionsecond"", the time of the other drivers shows as ""seconds.millionsecond"" , which means their actual time is the time of the champion adding the value in this cell.",,3033.5,1238.25,3437,2759.0,1101.0,3211
165,formula_1,results,milliseconds ,,the actual finishing time of drivers in milliseconds  ,integer ,the actual finishing time of drivers  ,,3049.25,1242.75,3444,2762.5,1101.0,3211
166,formula_1,results,fastestLap ,fastest lap ,fastest lap number ,integer ,,,3041.25,1240.5,3445,2761.5,1101.0,3215
167,formula_1,results,rank ,,starting rank positioned by fastest lap speed,integer ,,,3041.0,1241.25,3442,2758.5,1101.0,3211
168,formula_1,results,fastestLapTime ,fastest Lap Time,fastest Lap Time,text,"faster (smaller in the value) ""fastestLapTime"" leads to higher rank (smaller is higher rank) ",,3044.5,1239.75,3449,2763.5,1101.0,3217
169,formula_1,results,fastestLapSpeed ,fastest Lap Speed ,fastest Lap Speed ,text, (km / h) ,,3046.25,1241.25,3449,2764.0,1101.0,3217
170,formula_1,results,statusId ,status Id ,status ID ,integer,its category description appear in the table status ,,3037.0,1239.75,3441,2760.5,1101.0,3213
171,california_schools,schools,CDSCode,CDSCode,CDSCode,text,,P,3983.25,1602.0,4776,3708.75,1466.25,4546
172,california_schools,schools,NCESDist,National Center for Educational Statistics school district identification number,"This field represents the 7-digit National Center for Educational Statistics (NCES) school district identification number. The first 2 digits identify the state and the last 5 digits identify the school district. Combined, they make a unique 7-digit ID for each school district.",text,,,4070.0,1638.75,4833,3709.25,1466.25,4546
173,california_schools,schools,NCESSchool,National Center for Educational Statistics school identification number,This field represents the 5-digit NCES school identification number. The NCESSchool combined with the NCESDist form a unique 12-digit ID for each school.,text,,,4038.0,1623.75,4811,3710.25,1466.25,4546
174,california_schools,schools,StatusType,,This field identifies the status of the district. ,text,"Definitions of the valid status types are listed below:
·       Active: The district is in operation and providing instructional services.
·       Closed: The district is not in operation and no longer providing instructional services.
·       Merged: The district has combined with another district or districts.
·       Pending: The district has not opened for operation and instructional services yet, but plans to open within the next 9–12 months.",,3995.25,1608.0,4777,3710.25,1466.25,4544
175,california_schools,schools,County,,County name,text,,,3982.5,1602.75,4767,3708.25,1466.25,4542
176,california_schools,schools,District,,District,text,,,3983.25,1602.0,4766,3709.25,1466.25,4542
177,california_schools,schools,School,,School,text,,,3981.25,1602.0,4766,3708.25,1466.25,4542
178,california_schools,schools,Street,,Street,text,,,3981.25,1602.0,4766,3708.25,1466.25,4542
179,california_schools,schools,StreetAbr,street address ,"The abbreviated street address of the school, district, or administrative authority’s physical location.",text,"The abbreviated street address of the school, district, or administrative authority’s physical location. Note: Some records (primarily records of closed or retired schools) may not have data in this field.",,4011.0,1612.5,4785,3709.75,1466.25,4544
180,california_schools,schools,City,,City,text,,,3979.25,1602.0,4766,3707.25,1466.25,4542
181,california_schools,schools,Zip,,Zip,text,,,3978.25,1602.0,4766,3706.75,1466.25,4542
182,california_schools,schools,State,,State,text,,,3980.25,1602.0,4766,3707.75,1466.25,4542
183,california_schools,schools,MailStreet,,MailStreet,text,"The unabbreviated mailing address of the school, district, or administrative authority. Note: 1) Some entities (primarily closed or retired schools) may not have data in this field; 2) Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStreet cells with Street data.",,3985.25,1602.0,4770,3710.25,1466.25,4544
184,california_schools,schools,MailStrAbr,mailing street address ,,text,"the abbreviated mailing street address of the school, district, or administrative authority.Note: Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStrAbr cells with StreetAbr data.",,3988.5,1604.25,4774,3710.25,1466.25,4546
185,california_schools,schools,MailCity,mailing city,,text,"The city associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address city. For your convenience we have filled the unpopulated MailCity cells with City data.",,3984.25,1602.75,4770,3709.25,1466.25,4544
186,california_schools,schools,MailZip,mailing zip ,,text,"The zip code associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address zip code. For your convenience we have filled the unpopulated MailZip cells with Zip data.",,3983.5,1603.5,4770,3708.75,1466.25,4544
187,california_schools,schools,MailState,mailing state,,text,The state within the mailing address. For your convenience we have filled the unpopulated MailState cells with State data.,,3985.25,1602.75,4770,3709.75,1466.25,4544
188,california_schools,schools,Phone,,Phone,text,,,3980.25,1602.0,4766,3707.75,1466.25,4542
189,california_schools,schools,Ext,extension,"The phone number extension of the school, district, or administrative authority.",text,"The phone number extension of the school, district, or administrative authority.",,3999.0,1609.5,4778,3706.75,1466.25,4542
190,california_schools,schools,Website,,"The website address of the school, district, or administrative authority.",text,"The website address of the school, district, or administrative authority.",,3998.75,1608.75,4777,3708.75,1466.25,4542
191,california_schools,schools,OpenDate,,The date the school opened.,date,,,3988.0,1605.0,4773,3709.25,1466.25,4544
192,california_schools,schools,ClosedDate,,The date the school closed.,date,,,3989.5,1605.0,4773,3710.25,1466.25,4544
193,california_schools,schools,Charter,,This field identifies a charter school. ,integer,"The field is coded as follows:

·       1 = The school is a charter

·       0 = The school is not a charter",,3990.5,1606.5,4772,3708.75,1466.25,4542
194,california_schools,schools,CharterNum,,"The charter school number,",text,4-digit number assigned to a charter school.,,3989.25,1604.25,4772,3710.25,1466.25,4544
195,california_schools,schools,FundingType,,Indicates the charter school funding type,text,"Values are as follows:

·       Not in CS (California School) funding model

·       Locally funded

·       Directly funded",,3993.75,1605.75,4774,3710.75,1466.25,4544
196,california_schools,schools,DOC,District Ownership Code,District Ownership Code,text,"The District Ownership Code (DOC) is the numeric code used to identify the category of the Administrative Authority.
•       00 - County Office of Education
•       02 – State Board of Education
•       03 – Statewide Benefit Charter
•       31 – State Special Schools
•       34 – Non-school Location*
•       52 – Elementary School District
•       54 – Unified School District
•       56 – High School District
•       98 – Regional Occupational Center/Program (ROC/P)
commonsense evidence:
*Only the California Education Authority has been included in the non-school location category.",,3988.25,1605.0,4770,3706.75,1466.25,4542
197,california_schools,schools,DOCType,The District Ownership Code Type,The District Ownership Code Type is the text description of the DOC category.,text,(See text values in DOC field description above),,4007.0,1614.0,4785,3708.75,1466.25,4544
