,database_name,table_name,original_column_name,column_name,column_description,data_format,value_description,type,gold_prompt_chars,gold_prompt_words,gold_prompt_tokens,pred_prompt_chars,pred_prompt_words,pred_prompt_tokens
23,financial,loan,date,,the date when the loan is approved,date,,,1462.0,615.0,1391,1182.5,474.75,1161
24,financial,loan,amount,,approved amount,integer,unit：US dollar,,1458.75,611.25,1386,1183.5,474.75,1161
25,financial,loan,duration,,loan duration,integer,unit：month,,1459.75,611.25,1386,1184.5,474.75,1161
26,financial,loan,payments,monthly payments,monthly payments,real,unit：month,,1463.75,612.0,1387,1184.5,474.75,1161
27,financial,loan,status,,repayment status,text,"'A' stands for contract finished, no problems;
'B' stands for contract finished, loan not paid;
'C' stands for running contract, OK so far;
'D' stands for running contract, client in debt",,1459.0,611.25,1386,1183.5,474.75,1161
28,financial,client,client_id,,the unique number,integer,,P,1409.5,587.25,1278,1133.0,450.0,1051
29,financial,client,gender,,,text,"F：female 
M：male ",,1403.75,585.75,1273,1131.5,450.0,1049
30,financial,client,birth_date,,birth date,date,,,1408.5,586.5,1277,1133.5,450.0,1051
31,financial,client,district_id,location of branch,location of branch,integer,,F,1415.0,588.75,1280,1134.0,450.0,1051
32,financial,district,district_id,location of branch,location of branch,integer ,,P,1575.75,698.25,1650,1294.75,559.5,1421
33,financial,district,A2,district_name,district_name,text,,,1566.5,695.25,1648,1290.25,559.5,1421
34,financial,district,A3,region,region,text,,,1563.0,695.25,1646,1290.25,559.5,1421
35,financial,district,A4,number of inhabitants ,,text,,,1566.25,697.5,1648,1290.25,559.5,1421
36,financial,district,A5,no. of municipalities with inhabitants < 499,municipality < district < region,text,,,1579.0,702.75,1658,1290.25,559.5,1421
37,financial,district,A6,no. of municipalities with inhabitants 500-1999,municipality < district < region,text,,,1579.75,702.0,1660,1290.25,559.5,1421
38,financial,district,A7,no. of municipalities with inhabitants 2000-9999,municipality < district < region,text,,,1580.0,702.0,1661,1290.25,559.5,1421
39,financial,district,A8,no. of municipalities with inhabitants > 10000,municipality < district < region,integer,,,1579.5,702.75,1659,1290.25,559.5,1421
40,financial,district,A9,,,integer,not useful,,1561.5,695.25,1646,1290.25,559.5,1421
41,financial,district,A10,ratio of urban inhabitants,ratio of urban inhabitants,real,,,1573.75,699.75,1652,1290.75,559.5,1421
42,financial,district,A11,average salary,average salary,integer,,,1567.75,696.75,1648,1290.75,559.5,1421
43,financial,district,A12,unemployment rate 1995,unemployment rate 1995,real,,,1571.75,698.25,1654,1290.75,559.5,1421
44,financial,district,A13,unemployment rate 1996,unemployment rate 1996,real,,,1571.75,698.25,1654,1290.75,559.5,1421
45,financial,district,A14,no. of entrepreneurs per 1000 inhabitants,no. of entrepreneurs per 1000 inhabitants,integer,,,1581.25,702.75,1662,1290.75,559.5,1421
46,financial,district,A15,no. of committed crimes 1995,no. of committed crimes 1995,integer,,,1574.75,701.25,1660,1290.75,559.5,1421
47,financial,district,A16,no. of committed crimes 1996,no. of committed crimes 1996,integer,,,1574.75,701.25,1660,1290.75,559.5,1421
48,financial,trans,trans_id,transaction id,transaction id,integer,,P,1532.5,650.25,1519,1254.25,513.0,1292
49,financial,trans,account_id,,,integer,,F,1528.5,648.75,1517,1255.25,513.0,1292
50,financial,trans,date,date of transaction,date of transaction,date,,,1532.0,651.75,1518,1252.25,513.0,1290
51,financial,trans,type,+/- transaction,+/- transaction,text,"""PRIJEM"" stands for credit
""VYDAJ"" stands for withdrawal",,1530.0,650.25,1516,1252.25,513.0,1290
52,financial,trans,operation,mode of transaction,mode of transaction,text,"""VYBER KARTOU"": credit card withdrawal
""VKLAD"": credit in cash
""PREVOD Z UCTU"" :collection from another bank
""VYBER"": withdrawal in cash
""PREVOD NA UCET"": remittance to another bank",,1535.75,651.75,1518,1254.75,513.0,1290
53,financial,trans,amount,amount of money,amount of money,integer,Unit：USD,,1531.5,651.75,1518,1253.25,513.0,1290
54,financial,trans,balance,balance after transaction,balance after transaction,integer,Unit：USD,,1537.25,651.75,1518,1253.75,513.0,1290
55,financial,trans,k_symbol,characterization of the transaction,,text,"""POJISTNE"": stands for insurrance payment
""SLUZBY"": stands for payment for statement
""UROK"": stands for interest credited
""SANKC. UROK"": sanction interest if negative balance
""SIPO"": stands for household
""DUCHOD"": stands for old-age pension
""UVER"": stands for loan payment",,1535.0,651.0,1520,1254.25,513.0,1292
56,financial,trans,bank,bank of the partner,,text,each bank has unique two-letter code,,1528.0,651.0,1517,1252.25,513.0,1290
57,financial,trans,account,account of the partner,,integer,,,1531.0,651.0,1517,1253.75,513.0,1290
58,financial,account,account_id,account id,the id of the account,integer,,P,1451.75,597.0,1349,1172.25,457.5,1119
59,financial,account,district_id,location of branch,location of branch,integer ,,F,1453.75,596.25,1348,1172.75,457.5,1119
60,financial,account,frequency,frequency,frequency of the acount,text,"""POPLATEK MESICNE"" stands for monthly issuance
""POPLATEK TYDNE"" stands for weekly issuance
""POPLATEK PO OBRATU"" stands for issuance after transaction",,1451.25,595.5,1345,1171.75,457.5,1117
61,financial,account,date,date,the creation date of the account,date,in the form YYMMDD,,1448.5,597.0,1346,1169.25,457.5,1117
62,financial,card,card_id,credit card id,id number of credit card,integer,,P,1420.25,590.25,1292,1139.75,450.0,1061
63,financial,card,disp_id,disposition id,disposition id,integer,,F,1417.75,587.25,1288,1139.75,450.0,1061
64,financial,card,type,,type of credit card,text,"""junior"": junior class of credit card; 
""classic"": standard class of credit card; 
""gold"": high-level credit card",,1414.0,588.0,1286,1138.25,450.0,1059
65,financial,card,issued,,the date when the credit card issued ,date,in the form YYMMDD,,1420.0,591.0,1289,1139.25,450.0,1059
66,financial,order,order_id,,identifying the unique order,integer,,P,1449.25,603.75,1341,1170.25,465.75,1113
67,financial,order,account_id,,id number of account,integer,,F,1448.75,603.75,1341,1171.25,465.75,1113
68,financial,order,bank_to,bank of the recipient,bank of the recipient,text,,,1451.25,606.0,1344,1169.75,465.75,1113
69,financial,order,account_to,account of the recipient,account of the recipient,integer,each bank has unique two-letter code,,1455.0,606.0,1344,1171.25,465.75,1113
70,financial,order,amount,debited amount,debited amount,real,,,1447.0,603.0,1339,1169.25,465.75,1111
71,financial,order,k_symbol,characterization of the payment,purpose of the payment,text,"""POJISTNE"" stands for insurance payment
""SIPO"" stands for household payment
""LEASING"" stands for leasing
""UVER"" stands for loan payment",,1454.75,606.0,1344,1170.25,465.75,1113
72,financial,disp,disp_id,disposition id,unique number of identifying this row of record,integer,,P,1402.5,591.75,1243,1116.25,450.0,1010
73,financial,disp,client_id,,id number of client,integer,,F,1394.25,588.0,1238,1117.25,450.0,1010
74,financial,disp,account_id,,id number of account,integer,,F,1395.25,588.0,1238,1117.75,450.0,1010
75,financial,disp,type,,type of disposition,text,"""OWNER"" : ""USER"" : ""DISPONENT""
commonsense evidence:
the account can only have the right to issue permanent orders or apply for loans",,1390.5,587.25,1234,1114.75,450.0,1008
76,formula_1,circuits,circuitId,circuit Id ,unique identification number of the circuit ,integer ,,P,2312.0,830.25,2102,2026.75,688.5,1871
77,formula_1,circuits,circuitRef,circuit reference name ,circuit reference name ,text,,,2310.5,828.75,2100,2027.25,688.5,1871
78,formula_1,circuits,name ,,full name of circuit ,text,,,2301.25,827.25,2099,2024.75,688.5,1871
79,formula_1,circuits,location  ,,location of circuit ,text,,,2304.75,826.5,2098,2027.25,688.5,1871
80,formula_1,circuits,country ,,country of circuit ,text,,,2303.0,826.5,2098,2026.25,688.5,1871
81,formula_1,circuits,lat ,latitude  ,latitude of location of circuit ,real,,,2305.0,828.75,2101,2024.25,688.5,1871
82,formula_1,circuits,lng ,longitude  ,longitude of location of circuit ,real,"commonsense evidence: 
Location coordinates: (lat, lng)",,2305.5,828.75,2101,2024.25,688.5,1871
83,formula_1,circuits,alt ,,,integer ,not useful ,,2296.0,824.25,2096,2024.25,688.5,1871
84,formula_1,circuits,url ,,url ,text,,,2296.25,825.0,2096,2024.25,688.5,1871
85,formula_1,status,statusId ,status ID,the unique identification number identifying status,integer,,,2018.75,758.25,1735,1732.25,618.0,1503
86,formula_1,status,status ,,full name of status ,text,,,2008.0,756.75,1729,1731.25,618.0,1501
87,formula_1,drivers,driverId ,driver ID ,the unique identification number identifying each driver,integer,,,2249.5,817.5,2076,1961.5,675.75,1843
88,formula_1,drivers,driverRef ,driver reference name ,driver reference name ,text,,,2244.75,816.0,2073,1962.0,675.75,1843
89,formula_1,drivers,number ,,number ,integer,,,2234.0,812.25,2066,1960.5,675.75,1841
90,formula_1,drivers,code ,,abbreviated code for drivers ,text,"if ""null"" or empty, it means it doesn't have code ",,2238.0,814.5,2069,1959.5,675.75,1841
91,formula_1,drivers,forename ,,forename ,text,,,2236.0,812.25,2070,1961.5,675.75,1843
92,formula_1,drivers,surname ,,surname ,text,,,2235.0,812.25,2066,1961.0,675.75,1841
93,formula_1,drivers,dob ,date of birth ,date of birth ,date,,,2236.25,816.0,2070,1959.0,675.75,1841
94,formula_1,drivers,nationality ,,nationality of drivers ,text,,,2241.75,813.75,2068,1963.0,675.75,1841
95,formula_1,drivers,url ,,the introduction website of the drivers ,text,,,2240.0,816.0,2071,1959.0,675.75,1841
96,formula_1,driverStandings,driverStandingsId ,driver Standings Id ,the unique identification number identifying driver standing records ,integer,,,2070.75,803.25,1880,1774.75,659.25,1642
97,formula_1,driverStandings,raceId ,constructor Reference name ,id number identifying which races ,integer,,,2055.5,801.0,1870,1769.25,659.25,1638
98,formula_1,driverStandings,driverId ,,id number identifying which drivers ,integer,,,2051.5,798.75,1868,1770.25,659.25,1638
99,formula_1,driverStandings,points ,,how many points acquired in each race ,real,,,2050.5,800.25,1867,1769.25,659.25,1636
100,formula_1,driverStandings,position ,,position or track of circuits ,integer,,,2050.0,798.75,1865,1770.25,659.25,1636
101,formula_1,driverStandings,positionText ,position text ,,text,"same with position, not quite useful ",,2049.0,796.5,1865,1772.25,659.25,1638
102,formula_1,driverStandings,wins ,,wins ,integer,,,2040.75,795.75,1861,1768.25,659.25,1636
103,formula_1,races,raceId ,race ID ,the unique identification number identifying the race ,integer ,,,2255.75,825.0,2126,1969.25,682.5,1893
104,formula_1,races,year ,,year ,integer ,,,2240.75,819.0,2116,1968.25,682.5,1891
105,formula_1,races,round ,,round ,integer ,,,2241.75,819.0,2116,1968.75,682.5,1891
106,formula_1,races,circuitId ,Circuit Id ,circuit Id ,integer ,,,2248.0,821.25,2121,1970.75,682.5,1893
107,formula_1,races,name ,,name of the race ,text,,,2243.75,821.25,2119,1968.25,682.5,1891
108,formula_1,races,date ,,duration time ,date,,,2243.0,819.75,2117,1968.25,682.5,1891
109,formula_1,races,time ,,time of the location ,text,,,2244.75,821.25,2119,1968.25,682.5,1891
110,formula_1,races,url ,,introduction of races ,text,,,2244.25,820.5,2118,1967.75,682.5,1891
111,formula_1,constructors,constructorId ,constructor Id ,the unique identification number identifying constructors ,integer ,,,2196.25,788.25,1921,1905.25,646.5,1689
112,formula_1,constructors,constructorRef ,Constructor Reference name ,Constructor Reference name ,text,,,2192.25,786.75,1919,1905.75,646.5,1689
113,formula_1,constructors,name ,,full name of the constructor ,text,,,2179.25,786.0,1916,1900.75,646.5,1687
114,formula_1,constructors,nationality ,,nationality of the constructor ,text,,,2185.0,785.25,1915,1904.25,646.5,1687
115,formula_1,constructors,url ,,the introduction website of the constructor ,text,"commonsense evidence: 
How to find out the detailed introduction of the constructor: through its url",,2182.25,786.75,1917,1900.25,646.5,1687
117,formula_1,constructorResults,constructorResultsId,constructor Results Id,constructor Results Id,integer,,P,2059.0,781.5,1818,1773.75,642.75,1588
118,formula_1,constructorResults,raceId,race Id,race id,integer,,F,2041.0,780.0,1813,1766.75,642.75,1586
119,formula_1,constructorResults,constructorId,constructor Id,constructor id,integer,,F,2049.75,780.0,1813,1770.25,642.75,1586
120,formula_1,constructorResults,points,,points,real,,,2039.75,778.5,1808,1766.75,642.75,1584
121,formula_1,constructorResults,status,,status,text,,,2039.75,778.5,1808,1766.75,642.75,1584
122,formula_1,lapTimes,raceId ,race ID ,the identification number identifying race,integer ,,,2054.5,791.25,1869,1771.0,651.0,1638
123,formula_1,lapTimes,driverId ,driver ID ,the identification number identifying each driver ,integer ,,,2058.5,792.75,1870,1772.0,651.0,1638
124,formula_1,lapTimes,lap ,,lap number ,integer ,,,2043.25,788.25,1862,1769.5,651.0,1636
125,formula_1,lapTimes,position ,,position or track of circuits  ,integer ,,,2052.0,790.5,1866,1772.0,651.0,1636
126,formula_1,lapTimes,time ,,lap time  ,text,in minutes / seconds / ... ,,2043.75,788.25,1863,1770.0,651.0,1636
127,formula_1,lapTimes,milliseconds ,,milliseconds ,integer ,,,2050.5,787.5,1861,1774.0,651.0,1636
128,formula_1,qualifying,qualifyId ,qualify Id ,the unique identification number identifying qualifying ,integer ,"How does F1 Sprint qualifying work? Sprint qualifying is essentially a short-form Grand Prix � a race that is one-third the number of laps of the main event on Sunday. However, the drivers are battling for positions on the grid for the start of Sunday's race. ",,2110.75,817.5,1999,1822.25,675.75,1767
129,formula_1,qualifying,raceId ,race Id ,the identification number identifying each race ,integer ,,,2105.75,817.5,1999,1820.75,675.75,1767
130,formula_1,qualifying,driverId ,driver Id,the identification number identifying each driver ,integer ,,,2108.0,816.75,1999,1821.75,675.75,1767
131,formula_1,qualifying,constructorId ,constructor id ,constructor Id ,integer ,,,2104.5,814.5,1995,1824.25,675.75,1767
132,formula_1,qualifying,number ,,number ,integer ,,,2094.25,812.25,1990,1820.75,675.75,1765
133,formula_1,qualifying,position ,,position or track of circuit ,integer ,,,2101.25,815.25,1994,1821.75,675.75,1765
134,formula_1,qualifying,q1 ,qualifying 1 ,time in qualifying 1 ,text,"in minutes / seconds / ... 
commonsense evidence: 
Q1 lap times determine pole position and the order of the front 10 positions on the grid. The slowest driver in Q1 starts 10th, the next starts ninth and so on. 
All 20 F1 drivers participate in the first period, called Q1, with each trying to set the fastest time possible. Those in the top 15 move on to the next period of qualifying, called Q2. The five slowest drivers are eliminated and will start the race in the last five positions on the grid. ",,2097.25,816.0,1999,1818.75,675.75,1767
135,formula_1,qualifying,q2 ,qualifying 2 ,time in qualifying 2 ,text,"in minutes / seconds / ... 
commonsense evidence: 
only top 15 in the q1 has the record of q2 
Q2 is slightly shorter but follows the same format. Drivers try to put down their best times to move on to Q1 as one of the 10 fastest cars. The five outside of the top 10 are eliminated and start the race from 11th to 15th based on their best lap time. ",,2097.25,816.0,1999,1818.75,675.75,1767
136,formula_1,qualifying,q3 ,qualifying 3 ,time in qualifying 3 ,text,"in minutes / seconds / ... 
commonsense evidence: 
only top 10 in the q2 has the record of q3 ",,2097.25,816.0,1999,1818.75,675.75,1767
137,formula_1,pitStops,raceId ,race ID ,the identification number identifying race ,integer ,,,2079.5,800.25,1910,1795.75,659.25,1679
138,formula_1,pitStops,driverId ,driver ID ,the identification number identifying each driver ,integer ,,,2083.25,801.0,1911,1796.75,659.25,1679
139,formula_1,pitStops,stop ,,stop number ,integer ,,,2069.0,796.5,1903,1794.75,659.25,1677
140,formula_1,pitStops,lap ,,lap number ,integer ,,,2068.0,796.5,1903,1794.25,659.25,1677
141,formula_1,pitStops,time ,,time ,text,exact time  ,,2067.25,795.75,1902,1794.75,659.25,1677
142,formula_1,pitStops,duration ,,duration time ,text,seconds/ ,,2072.5,796.5,1903,1796.75,659.25,1677
143,formula_1,pitStops,milliseconds ,,milliseconds ,integer ,,,2075.25,795.75,1902,1798.75,659.25,1677
144,formula_1,seasons,year ,race ID ,the unique identification number identifying the race,integer,,,2130.75,759.75,1865,1845.0,618.0,1633
145,formula_1,seasons,url ,,website link of season race introduction ,text,,,2125.75,758.25,1863,1844.5,618.0,1633
146,formula_1,constructorStandings,constructorStandingsId ,constructor Standings Id ,unique identification of the constructor standing records ,integer ,,,2081.75,802.5,1879,1786.0,659.25,1642
147,formula_1,constructorStandings,raceId ,race id ,id number identifying which races ,integer ,,,2059.5,800.25,1869,1778.0,659.25,1638
148,formula_1,constructorStandings,constructorId ,constructor id ,id number identifying which id ,integer ,,,2065.75,800.25,1869,1781.5,659.25,1638
149,formula_1,constructorStandings,points,,how many points acquired in each race ,,,,2058.5,800.25,1864,1777.5,659.25,1634
150,formula_1,constructorStandings,position ,,position or track of circuits ,integer ,,,2058.75,798.75,1865,1779.0,659.25,1636
151,formula_1,constructorStandings,positionText ,position text ,,text,"same with position, not quite useful ",,2057.75,796.5,1865,1781.0,659.25,1638
152,formula_1,constructorStandings,wins ,,wins ,integer ,,,2049.5,795.75,1861,1777.0,659.25,1636
153,formula_1,results,resultId,Result ID ,the unique identification number identifying race result ,integer,,P,2194.25,892.5,2189,1906.25,750.0,1957
154,formula_1,results,raceId,race ID ,the identification number identifying the race ,integer ,,F,2189.75,891.75,2188,1905.25,750.0,1957
155,formula_1,results,driverId ,driver ID,the identification number identifying the driver ,integer ,,,2192.75,891.0,2191,1906.75,750.0,1959
156,formula_1,results,constructorId ,constructor Id ,the identification number identifying which constructors ,integer ,,,2200.0,891.75,2191,1909.25,750.0,1959
157,formula_1,results,number ,,number  ,integer ,,,2179.5,886.5,2183,1905.75,750.0,1957
158,formula_1,results,grid ,,the number identifying the area where cars are set into a grid formation in order to start the race. ,integer ,,,2201.25,900.0,2201,1904.75,750.0,1957
159,formula_1,results,position ,,The finishing position or track of circuits ,integer ,,,2190.0,891.0,2188,1906.75,750.0,1957
160,formula_1,results,positionText ,position text ,,text,not quite useful ,,2185.5,887.25,2186,1908.75,750.0,1959
161,formula_1,results,positionOrder ,position order ,the finishing order of positions ,integer ,,,2194.0,891.0,2190,1909.25,750.0,1959
162,formula_1,results,points ,,points ,real,,,2179.25,886.5,2182,1905.75,750.0,1957
163,formula_1,results,laps ,,lap number ,integer ,,,2178.75,887.25,2183,1904.75,750.0,1957
164,formula_1,results,time  ,,finish time ,text,"commonsense evidence: 
1. if the value exists, it means the driver finished the race. 
2. Only the time of the champion shows in the format of ""minutes: seconds.millionsecond"", the time of the other drivers shows as ""seconds.millionsecond"" , which means their actual time is the time of the champion adding the value in this cell.",,2179.75,887.25,2183,1905.25,750.0,1957
165,formula_1,results,milliseconds ,,the actual finishing time of drivers in milliseconds  ,integer ,the actual finishing time of drivers  ,,2195.5,891.75,2190,1908.75,750.0,1957
166,formula_1,results,fastestLap ,fastest lap ,fastest lap number ,integer ,,,2187.5,889.5,2188,1907.75,750.0,1959
167,formula_1,results,rank ,,starting rank positioned by fastest lap speed,integer ,,,2187.25,890.25,2188,1904.75,750.0,1957
168,formula_1,results,fastestLapTime ,fastest Lap Time,fastest Lap Time,text,"faster (smaller in the value) ""fastestLapTime"" leads to higher rank (smaller is higher rank) ",,2190.75,888.75,2192,1909.75,750.0,1961
169,formula_1,results,fastestLapSpeed ,fastest Lap Speed ,fastest Lap Speed ,text, (km / h) ,,2192.5,890.25,2192,1910.25,750.0,1961
170,formula_1,results,statusId ,status Id ,status ID ,integer,its category description appear in the table status ,,2183.25,888.75,2187,1906.75,750.0,1959
171,california_schools,schools,CDSCode,CDSCode,CDSCode,text,,P,2984.25,1173.75,3436,2709.75,1038.0,3209
172,california_schools,schools,NCESDist,National Center for Educational Statistics school district identification number,"This field represents the 7-digit National Center for Educational Statistics (NCES) school district identification number. The first 2 digits identify the state and the last 5 digits identify the school district. Combined, they make a unique 7-digit ID for each school district.",text,,,3071.0,1210.5,3498,2710.25,1038.0,3211
173,california_schools,schools,NCESSchool,National Center for Educational Statistics school identification number,This field represents the 5-digit NCES school identification number. The NCESSchool combined with the NCESDist form a unique 12-digit ID for each school.,text,,,3039.0,1195.5,3476,2711.25,1038.0,3211
174,california_schools,schools,StatusType,,This field identifies the status of the district. ,text,"Definitions of the valid status types are listed below:
·       Active: The district is in operation and providing instructional services.
·       Closed: The district is not in operation and no longer providing instructional services.
·       Merged: The district has combined with another district or districts.
·       Pending: The district has not opened for operation and instructional services yet, but plans to open within the next 9–12 months.",,2996.25,1179.75,3442,2711.25,1038.0,3209
175,california_schools,schools,County,,County name,text,,,2983.5,1174.5,3432,2709.25,1038.0,3207
176,california_schools,schools,District,,District,text,,,2984.25,1173.75,3431,2710.25,1038.0,3207
177,california_schools,schools,School,,School,text,,,2982.25,1173.75,3431,2709.25,1038.0,3207
178,california_schools,schools,Street,,Street,text,,,2982.25,1173.75,3431,2709.25,1038.0,3207
179,california_schools,schools,StreetAbr,street address ,"The abbreviated street address of the school, district, or administrative authority’s physical location.",text,"The abbreviated street address of the school, district, or administrative authority’s physical location. Note: Some records (primarily records of closed or retired schools) may not have data in this field.",,3012.0,1184.25,3450,2710.75,1038.0,3209
180,california_schools,schools,City,,City,text,,,2980.25,1173.75,3431,2708.25,1038.0,3207
181,california_schools,schools,Zip,,Zip,text,,,2979.25,1173.75,3431,2707.75,1038.0,3207
182,california_schools,schools,State,,State,text,,,2981.25,1173.75,3431,2708.75,1038.0,3207
183,california_schools,schools,MailStreet,,MailStreet,text,"The unabbreviated mailing address of the school, district, or administrative authority. Note: 1) Some entities (primarily closed or retired schools) may not have data in this field; 2) Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStreet cells with Street data.",,2986.25,1173.75,3435,2711.25,1038.0,3209
184,california_schools,schools,MailStrAbr,mailing street address ,,text,"the abbreviated mailing street address of the school, district, or administrative authority.Note: Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStrAbr cells with StreetAbr data.",,2989.5,1176.0,3439,2711.25,1038.0,3211
185,california_schools,schools,MailCity,mailing city,,text,"The city associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address city. For your convenience we have filled the unpopulated MailCity cells with City data.",,2985.25,1174.5,3435,2710.25,1038.0,3209
186,california_schools,schools,MailZip,mailing zip ,,text,"The zip code associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address zip code. For your convenience we have filled the unpopulated MailZip cells with Zip data.",,2984.5,1175.25,3435,2709.75,1038.0,3209
187,california_schools,schools,MailState,mailing state,,text,The state within the mailing address. For your convenience we have filled the unpopulated MailState cells with State data.,,2986.25,1174.5,3435,2710.75,1038.0,3209
188,california_schools,schools,Phone,,Phone,text,,,2981.25,1173.75,3431,2708.75,1038.0,3207
189,california_schools,schools,Ext,extension,"The phone number extension of the school, district, or administrative authority.",text,"The phone number extension of the school, district, or administrative authority.",,3000.0,1181.25,3443,2707.75,1038.0,3207
190,california_schools,schools,Website,,"The website address of the school, district, or administrative authority.",text,"The website address of the school, district, or administrative authority.",,2999.75,1180.5,3442,2709.75,1038.0,3207
191,california_schools,schools,OpenDate,,The date the school opened.,date,,,2989.0,1176.75,3438,2710.25,1038.0,3209
192,california_schools,schools,ClosedDate,,The date the school closed.,date,,,2990.5,1176.75,3438,2711.25,1038.0,3209
193,california_schools,schools,Charter,,This field identifies a charter school. ,integer,"The field is coded as follows:

·       1 = The school is a charter

·       0 = The school is not a charter",,2991.5,1178.25,3437,2709.75,1038.0,3207
194,california_schools,schools,CharterNum,,"The charter school number,",text,4-digit number assigned to a charter school.,,2990.25,1176.0,3437,2711.25,1038.0,3209
195,california_schools,schools,FundingType,,Indicates the charter school funding type,text,"Values are as follows:

·       Not in CS (California School) funding model

·       Locally funded

·       Directly funded",,2994.75,1177.5,3439,2711.75,1038.0,3209
196,california_schools,schools,DOC,District Ownership Code,District Ownership Code,text,"The District Ownership Code (DOC) is the numeric code used to identify the category of the Administrative Authority.
•       00 - County Office of Education
•       02 – State Board of Education
•       03 – Statewide Benefit Charter
•       31 – State Special Schools
•       34 – Non-school Location*
•       52 – Elementary School District
•       54 – Unified School District
•       56 – High School District
•       98 – Regional Occupational Center/Program (ROC/P)
commonsense evidence:
*Only the California Education Authority has been included in the non-school location category.",,2989.25,1176.75,3435,2707.75,1038.0,3207
197,california_schools,schools,DOCType,The District Ownership Code Type,The District Ownership Code Type is the text description of the DOC category.,text,(See text values in DOC field description above),,3008.0,1185.75,3450,2709.75,1038.0,3209
198,california_schools,schools,SOC,School Ownership Code,The School Ownership Code is a numeric code used to identify the type of school.,text,"•      08 - Preschool      
•       09 – Special Education Schools (Public)
•      11 – Youth Authority Facilities (CEA)
•       13 – Opportunity Schools
•       14 – Juvenile Court Schools
•       15 – Other County or District Programs
•       31 – State Special Schools
•       60 – Elementary School (Public)
•       61 – Elementary School in 1 School District (Public)
•       62 – Intermediate/Middle Schools (Public)
•       63 – Alternative Schools of Choice
•       64 – Junior High Schools (Public)
•       65 – K-12 Schools (Public)
•       66 – High Schools (Public)
•       67 – High Schools in 1 School District (Public)
•       68 – Continuation High Schools
•       69 – District Community Day Schools
•       70 – Adult Education Centers
•       98 – Regional Occupational Center/Program (ROC/P)",,3003.0,1185.75,3447,2707.75,1038.0,3207
199,california_schools,schools,SOCType,School Ownership Code Type,The School Ownership Code Type is the text description of the type of school.,text,The School Ownership Code Type is the text description of the type of school.,,3006.5,1185.75,3450,2709.75,1038.0,3209
