,question_id,sql_gold,sql_pred,execution_accuracy,db_id,used_metadata
10,10,SELECT T2.`FRPM Count (Ages 5-17)` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrRead DESC LIMIT 1,"
SELECT frpm.""FRPM Count (Ages 5-17)""
FROM frpm
JOIN satscores ON frpm.CDSCode = satscores.cds
WHERE satscores.AvgScrRead = (SELECT MAX(AvgScrRead) FROM satscores)
LIMIT 1;",0,california_schools,qwen2_metadata
11,11,SELECT T2.CDSCode FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` + T2.`Enrollment (Ages 5-17)` > 500,"
SELECT CDSCode
FROM schools
WHERE CDSCode IN (
    SELECT cds
    FROM satscores
    WHERE enroll12 > 500
)
OR CDSCode IN (
    SELECT CDSCode
    FROM frpm
    WHERE ""Enrollment (K-12)"" > 500
);",0,california_schools,qwen2_metadata
12,12,SELECT MAX(CAST(T1.`Free Meal Count (Ages 5-17)` AS REAL) / T1.`Enrollment (Ages 5-17)`) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr > 0.3,"
SELECT MAX(`Percent (%) Eligible Free (Ages 5-17)`)
FROM frpm
WHERE CDSCode IN (
    SELECT cds
    FROM satscores
    WHERE NumGE1500 / NumTstTakr > 0.3
)",0,california_schools,qwen2_metadata
13,13,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr DESC LIMIT 3,"
SELECT s.Phone
FROM schools s
JOIN satscores ss ON s.CDSCode = ss.cds
ORDER BY ss.NumGE1500 / ss.NumTstTakr DESC
LIMIT 3;",0,california_schools,qwen2_metadata
14,14,SELECT T1.NCESSchool FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T2.`Enrollment (Ages 5-17)` DESC LIMIT 5,"
SELECT NCESSchool, Enrollment_Ages_5_17
FROM schools
JOIN frpm ON schools.CDSCode = frpm.CDSCode
ORDER BY Enrollment_Ages_5_17 DESC
LIMIT 5;",0,california_schools,qwen2_metadata
15,15,SELECT T1.District FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Active' ORDER BY T2.AvgScrRead DESC LIMIT 1,"
SELECT s.District
FROM schools s
JOIN satscores ss ON s.CDSCode = ss.cds
WHERE s.StatusType = 'Active' AND ss.rtype = 'D'
GROUP BY s.District
ORDER BY AVG(ss.AvgScrRead) DESC
LIMIT 1;",0,california_schools,qwen2_metadata
16,16,SELECT COUNT(T1.CDSCode) FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Merged' AND T2.NumTstTakr < 100 AND T1.County = 'Alameda',"
SELECT COUNT(*)
FROM schools
JOIN satscores ON schools.CDSCode = satscores.cds
WHERE schools.County = 'Alameda' AND satscores.NumTstTakr < 100;",1,california_schools,qwen2_metadata
17,17,SELECT T1.CharterNum FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T2.AvgScrWrite = 499,"
SELECT CharterNum
FROM schools
WHERE CDSCode = (
    SELECT cds
    FROM satscores
    WHERE AvgScrWrite = 499
);",0,california_schools,qwen2_metadata
18,18,SELECT COUNT(T1.CDSCode) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`County Name` = 'Contra Costa' AND T2.NumTstTakr <= 250,"
SELECT COUNT(*)
FROM schools
JOIN satscores ON schools.CDSCode = satscores.cds
WHERE schools.County = 'Contra Costa'
AND schools.FundingType = 'directly funded'
AND satscores.NumTstTakr <= 250;",1,california_schools,qwen2_metadata
19,19,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY T2.AvgScrMath DESC LIMIT 1,"
SELECT Phone
FROM schools
WHERE CDSCode = (
    SELECT cds
    FROM satscores
    ORDER BY AvgScrMath DESC
    LIMIT 1
);",0,california_schools,qwen2_metadata
20,20,SELECT COUNT(T1.`School Name`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Amador' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12,"
SELECT COUNT(*)
FROM frpm
WHERE ""County Name"" = 'Amador' AND ""Low Grade"" = '9' AND ""High Grade"" = '12';",1,california_schools,qwen2_metadata
21,21,SELECT COUNT(CDSCode) FROM frpm WHERE `County Name` = 'Los Angeles' AND `Free Meal Count (K-12)` > 500 AND `Free Meal Count (K-12)` < 700,"
SELECT COUNT(*)
FROM frpm
WHERE ""County Name"" = 'Los Angeles'
AND ""Free Meal Count (K-12)"" > 500
AND ""FRPM Count (K-12)"" < 700;",0,california_schools,qwen2_metadata
22,22,SELECT sname FROM satscores WHERE cname = 'Contra Costa' AND sname IS NOT NULL ORDER BY NumTstTakr DESC LIMIT 1,"
SELECT s.School, MAX(sat.NumTstTakr) AS Highest_Number_of_Test_Takers
FROM schools s
JOIN satscores sat ON s.CDSCode = sat.cds
WHERE s.County = 'Contra Costa'
GROUP BY s.School
ORDER BY Highest_Number_of_Test_Takers DESC
LIMIT 1;",0,california_schools,qwen2_metadata
23,23,"SELECT T1.School, T1.StreetAbr FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` - T2.`Enrollment (Ages 5-17)` > 30","
SELECT s.School, s.Street, s.City, s.State, s.Zip
FROM schools s
JOIN frpm f ON s.CDSCode = f.CDSCode
WHERE ABS(f.Enrollment_K_12 - f.Enrollment_Ages_5_17) > 30;",0,california_schools,qwen2_metadata
24,24,SELECT T2.`School Name` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE CAST(T2.`Free Meal Count (K-12)` AS REAL) / T2.`Enrollment (K-12)` > 0.1 AND T1.NumGE1500 > 0,"
SELECT s.School
FROM schools s
JOIN frpm f ON s.CDSCode = f.CDSCode
JOIN satscores sa ON s.CDSCode = sa.cds
WHERE f.`Percent (%) Eligible Free (K-12)` > 0.1
AND sa.NumGE1500 > 0;",0,california_schools,qwen2_metadata
25,25,"SELECT T1.sname, T2.`Charter Funding Type` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE T2.`District Name` LIKE 'Riverside%' GROUP BY T1.sname, T2.`Charter Funding Type` HAVING CAST(SUM(T1.AvgScrMath) AS REAL) / COUNT(T1.cds) > 400","
SELECT s.School, s.FundingType
FROM schools s
JOIN satscores ss ON s.CDSCode = ss.cds
WHERE s.County = 'Riverside' AND ss.AvgScrMath > 400;",0,california_schools,qwen2_metadata
26,26,"SELECT T1.`School Name`, T2.Zip, T2.Street, T2.City, T2.State FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Monterey' AND T1.`Free Meal Count (Ages 5-17)` > 800 AND T1.`School Type` = 'High Schools (Public)'","
SELECT s.School, s.Street, s.City, s.State, s.Zip, s.Phone
FROM schools s
JOIN frpm f ON s.CDSCode = f.CDSCode
WHERE s.County = 'Monterey' AND s.SOC = 'High Schools (Public)' AND f.`FRPM Count (Ages 5-17)` > 800;",0,california_schools,qwen2_metadata
27,27,"SELECT T2.School, T1.AvgScrWrite, T2.Phone, strftime('%Y', T2.OpenDate), strftime('%Y', T2.ClosedDate) FROM schools AS T2 LEFT JOIN satscores AS T1 ON T2.CDSCode = T1.cds WHERE strftime('%Y', T2.OpenDate) > '1991' AND strftime('%Y', T2.ClosedDate) < '2000'","
SELECT s.School, sa.AvgScrWrite, sc.Phone
FROM schools s
JOIN satscores sa ON s.CDSCode = sa.cds
LEFT JOIN schools sc ON s.CDSCode = sc.CDSCode
WHERE (s.OpenDate > '1991-01-01' OR s.ClosedDate < '2000-01-01')
AND sa.AvgScrWrite IS NOT NULL;",0,california_schools,qwen2_metadata
28,28,"SELECT T2.School, T2.DOC FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.FundingType = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM frpm AS T3 INNER JOIN schools AS T4 ON T3.CDSCode = T4.CDSCode WHERE T4.FundingType = 'Locally funded')","
SELECT s.School, s.DOCType
FROM schools s
JOIN frpm f ON s.CDSCode = f.CDSCode
WHERE s.FundingType = 'Locally Funded'
AND ABS(f.Enrollment_K_12 - f.Enrollment_Ages_15_17) > (
    SELECT AVG(ABS(f.Enrollment_K_12 - f.Enrollment_Ages_15_17))
    FROM frpm f
    JOIN schools s ON f.CDSCode = s.CDSCode
    WHERE s.FundingType = 'Locally Funded'
)",0,california_schools,qwen2_metadata
29,29,SELECT T2.OpenDate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,"
SELECT OpenDate
FROM schools
WHERE GSoffered LIKE '%12%'
ORDER BY (SELECT enroll12 FROM satscores WHERE satscores.cds = schools.CDSCode) DESC
LIMIT 1;",0,california_schools,qwen2_metadata
30,30,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode GROUP BY T2.City ORDER BY SUM(T1.`Enrollment (K-12)`) ASC LIMIT 5,"
SELECT City, Enrollment_K_12
FROM frpm
JOIN schools ON frpm.CDSCode = schools.CDSCode
ORDER BY Enrollment_K_12 ASC
LIMIT 5;",0,california_schools,qwen2_metadata
31,31,"SELECT CAST(`Free Meal Count (K-12)` AS REAL) / `Enrollment (K-12)` FROM frpm ORDER BY `Enrollment (K-12)` DESC LIMIT 9, 2","
SELECT ""Percent (%) Eligible Free (K-12)""
FROM frpm
ORDER BY ""Enrollment (K-12)"" DESC
LIMIT 10
OFFSET 9;",0,california_schools,qwen2_metadata
32,32,SELECT CAST(T1.`FRPM Count (K-12)` AS REAL) / T1.`Enrollment (K-12)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.SOC = 66 ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 5,"
SELECT Percent_Eligible_FRPM_K_12
FROM frpm
WHERE District_Code = 66
ORDER BY FRPM_Count_K_12 DESC
LIMIT 5;",0,california_schools,qwen2_metadata
33,33,"SELECT T2.Website, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000 AND T2.Website IS NOT NULL","
SELECT s.Website, s.School
FROM schools s
JOIN frpm f ON s.CDSCode = f.CDSCode
WHERE f.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000;",0,california_schools,qwen2_metadata
34,34,SELECT CAST(T2.`Free Meal Count (Ages 5-17)` AS REAL) / T2.`Enrollment (Ages 5-17)` FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.AdmFName1 = 'Kacey' AND T1.AdmLName1 = 'Gibson',"
SELECT
    ""Percent (%) Eligible Free (Ages 5-17)""
FROM
    frpm
JOIN
    schools ON frpm.CDSCode = schools.CDSCode
WHERE
    schools.AdmFName1 = 'Kacey' AND schools.AdmLName1 = 'Gibson';",0,california_schools,qwen2_metadata
35,35,SELECT T2.AdmEmail1 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter School (Y/N)` = 1 ORDER BY T1.`Enrollment (K-12)` ASC LIMIT 1,"
SELECT AdmEmail1
FROM schools
WHERE Charter = 1
ORDER BY (SELECT enroll12 FROM satscores WHERE satscores.cds = schools.CDSCode) ASC
LIMIT 1;",0,california_schools,qwen2_metadata
36,36,"SELECT T2.AdmFName1, T2.AdmLName1, T2.AdmFName2, T2.AdmLName2, T2.AdmFName3, T2.AdmLName3 FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","
SELECT s.AdmFName1, s.AdmLName1
FROM schools s
JOIN satscores ss ON s.CDSCode = ss.cds
WHERE ss.NumGE1500 = (SELECT MAX(NumGE1500) FROM satscores)
AND ss.NumTstTakr = (SELECT MAX(NumTstTakr) FROM satscores);",0,california_schools,qwen2_metadata
37,37,"SELECT T2.Street, T2.City, T2.Zip, T2.State FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY CAST(T1.NumGE1500 AS REAL) / T1.NumTstTakr ASC LIMIT 1","
SELECT Street, City, Zip, State
FROM schools
WHERE CDSCode = (
    SELECT cds
    FROM satscores
    ORDER BY (AvgScrRead + AvgScrMath + AvgScrWrite) / 3.0
    LIMIT 1
);",0,california_schools,qwen2_metadata
38,38,SELECT T2.Website FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.NumTstTakr BETWEEN 2000 AND 3000 AND T2.County = 'Los Angeles',"
SELECT Website
FROM schools
WHERE County = 'Los Angeles'
AND CDSCode IN (
    SELECT cds
    FROM satscores
    WHERE NumTstTakr BETWEEN 2000 AND 3000
);",1,california_schools,qwen2_metadata
39,39,"SELECT AVG(T1.NumTstTakr) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE strftime('%Y', T2.OpenDate) = '1980' AND T2.County = 'Fresno'","
SELECT AVG(NumTstTakr)
FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE schools.County = 'Fresno' AND schools.OpenDate BETWEEN '1980-01-01' AND '1980-12-31';",1,california_schools,qwen2_metadata
40,40,SELECT T2.Phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.District = 'Fresno Unified' AND T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1,"
SELECT Phone
FROM schools
WHERE District = 'Fresno Unified'
AND CDSCode = (
    SELECT cds
    FROM satscores
    ORDER BY AvgScrRead ASC
    LIMIT 1
)",0,california_schools,qwen2_metadata
41,41,SELECT T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Virtual = 'F' ORDER BY T1.AvgScrRead DESC LIMIT 5,"
SELECT s.School, sa.AvgScrRead
FROM schools s
JOIN satscores sa ON s.CDSCode = sa.cds
WHERE s.Virtual = 'Yes'
ORDER BY sa.AvgScrRead DESC
LIMIT 5;",0,california_schools,qwen2_metadata
42,42,SELECT T2.EdOpsName FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 1,"
SELECT s.SOCType
FROM schools s
JOIN satscores ss ON s.CDSCode = ss.cds
WHERE ss.AvgScrMath = (SELECT MAX(AvgScrMath) FROM satscores)
LIMIT 1;",0,california_schools,qwen2_metadata
43,43,"SELECT T1.AvgScrMath, T2.County FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath IS NOT NULL ORDER BY T1.AvgScrMath + T1.AvgScrRead + T1.AvgScrWrite ASC LIMIT 1","
SELECT s.AvgScrMath, sc.County
FROM satscores s
JOIN schools sc ON s.cds = sc.CDSCode
WHERE s.AvgScrRead = (SELECT MIN(AvgScrRead) FROM satscores)
AND s.AvgScrMath = (SELECT MIN(AvgScrMath) FROM satscores)
AND s.AvgScrWrite = (SELECT MIN(AvgScrWrite) FROM satscores);",0,california_schools,qwen2_metadata
44,44,"SELECT T1.AvgScrWrite, T2.City FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","
SELECT s.City, AVG(satscores.AvgScrWrite) AS AverageWritingScore
FROM satscores
JOIN schools s ON satscores.cds = s.CDSCode
WHERE satscores.NumGE1500 = (SELECT MAX(NumGE1500) FROM satscores)
GROUP BY s.City;",0,california_schools,qwen2_metadata
45,45,"SELECT T2.School, T1.AvgScrWrite FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.AdmFName1 = 'Ricci' AND T2.AdmLName1 = 'Ulrich'","
SELECT s.School, AVG(satscores.AvgScrWrite) AS AverageWritingScore
FROM schools s
JOIN satscores ON s.CDSCode = satscores.cds
WHERE s.AdmFName1 = 'Ricci' AND s.AdmLName1 = 'Ulrich'
GROUP BY s.School;",1,california_schools,qwen2_metadata
46,46,SELECT T2.School FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.DOC = 31 ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,"
SELECT s.State, s.School, COUNT(frpm.`Enrollment (K-12)`) AS TotalEnrollees
FROM schools s
JOIN frpm ON s.CDSCode = frpm.CDSCode
WHERE s.SOC = 'Special Schools'
GROUP BY s.State, s.School
ORDER BY TotalEnrollees DESC
LIMIT 1;",0,california_schools,qwen2_metadata
47,47,"SELECT CAST(COUNT(School) AS REAL) / 12 FROM schools WHERE DOC = 52 AND County = 'Alameda' AND strftime('%Y', OpenDate) = '1980'","
SELECT AVG(COUNT(CDSCode)) AS Monthly_Average_Schools_Opened
FROM schools
WHERE County = 'Alameda' AND District = 'Elementary School District' AND EXTRACT(YEAR FROM OpenDate) = 1980
GROUP BY EXTRACT(MONTH FROM OpenDate);",0,california_schools,qwen2_metadata
48,48,SELECT CAST(SUM(CASE WHEN DOC = 54 THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN DOC = 52 THEN 1 ELSE 0 END) FROM schools WHERE StatusType = 'Merged' AND County = 'Orange',"
SELECT
    (COUNT(DISTINCT frpm.CDSCode) FILTER (WHERE frpm.DistrictType = 'Unified School District' AND frpm.CountyName = 'Orange County' AND frpm.SchoolType = 'Merged')) /
    NULLIF(COUNT(DISTINCT frpm.CDSCode) FILTER (WHERE frpm.DistrictType = 'Elementary School District' AND frpm.CountyName = 'Orange County' AND frpm.SchoolType = 'Merged'), 0) AS ratio
FROM
    frpm;",0,california_schools,qwen2_metadata
49,49,"SELECT DISTINCT County, School, ClosedDate FROM schools WHERE County = ( SELECT County FROM schools WHERE StatusType = 'Closed' GROUP BY County ORDER BY COUNT(School) DESC LIMIT 1 ) AND StatusType = 'Closed' AND school IS NOT NULL","
SELECT County, School, ClosedDate
FROM schools
WHERE StatusType = 'Closed'
GROUP BY County
ORDER BY COUNT(*) DESC
LIMIT 1;",0,california_schools,qwen2_metadata
50,50,"SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 5, 1","
SELECT Street, School
FROM schools
WHERE CDSCode = (
    SELECT cds
    FROM satscores
    ORDER BY AvgScrMath DESC
    LIMIT 1 OFFSET 5
);",0,california_schools,qwen2_metadata
51,51,"SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1","
SELECT MailStreet, School
FROM schools
JOIN satscores ON schools.CDSCode = satscores.cds
WHERE AvgScrRead = (SELECT MIN(AvgScrRead) FROM satscores)",0,california_schools,qwen2_metadata
52,52,SELECT COUNT(T1.cds) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Lakeport' AND (T1.AvgScrRead + T1.AvgScrMath + T1.AvgScrWrite) >= 1500,"
SELECT COUNT(*)
FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE (AvgScrRead + AvgScrMath + AvgScrWrite) >= 1500
AND schools.MailCity = 'Lakeport';",1,california_schools,qwen2_metadata
53,53,SELECT T1.NumTstTakr FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Fresno',"
SELECT COUNT(NumTstTakr)
FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE schools.MailCity = 'Fresno';",0,california_schools,qwen2_metadata
54,54,"SELECT School, MailZip FROM schools WHERE AdmFName1 = 'Avetik' AND AdmLName1 = 'Atoian'","
SELECT s.CDSCode, s.School, s.MailZip
FROM schools s
WHERE s.AdmFName1 = 'Avetik' AND s.AdmLName1 = 'Atoian';",0,california_schools,qwen2_metadata
55,55,SELECT CAST(SUM(CASE WHEN County = 'Colusa' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN County = 'Humboldt' THEN 1 ELSE 0 END) FROM schools WHERE MailState = 'CA',"
SELECT
    (COUNT(*) FILTER (WHERE County = 'Colusa'))::FLOAT / NULLIF(COUNT(*) FILTER (WHERE County = 'Humboldt'), 0) AS ratio
FROM
    schools
WHERE
    MailState = 'CA';",0,california_schools,qwen2_metadata
56,56,SELECT COUNT(CDSCode) FROM schools WHERE City = 'San Joaquin' AND MailState = 'CA' AND StatusType = 'Active',"
SELECT COUNT(*)
FROM schools
WHERE MailState = 'CA' AND County = 'San Joaquin' AND StatusType = 'Active';",0,california_schools,qwen2_metadata
57,57,"SELECT T2.Phone, T2.Ext FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrWrite DESC LIMIT 332, 1","
SELECT Phone, Ext
FROM schools
WHERE CDSCode = (
    SELECT cds
    FROM satscores
    ORDER BY AvgScrWrite DESC
    LIMIT 1 OFFSET 332
);",0,california_schools,qwen2_metadata
58,58,"SELECT Phone, Ext, School FROM schools WHERE Zip = '95203-3704'","
SELECT Phone, Ext, School
FROM schools
WHERE Zip = '95203-3704';",1,california_schools,qwen2_metadata
59,59,SELECT Website FROM schools WHERE (AdmFName1 = 'Mike' AND AdmLName1 = 'Larson') OR (AdmFName1 = 'Dante' AND AdmLName1 = 'Alvarez'),"
SELECT Website
FROM schools
WHERE AdmFName1 IN ('Mike', 'Dante') AND (AdmLName1 = 'Larson' OR AdmLName1 = 'Alvarez');",1,california_schools,qwen2_metadata
60,60,SELECT Website FROM schools WHERE County = 'San Joaquin' AND Virtual = 'P' AND Charter = 1,"
SELECT Website
FROM schools
WHERE County = 'San Joaquin'
AND Charter = 1
AND Virtual = 'Partially Virtual';",0,california_schools,qwen2_metadata
61,61,SELECT COUNT(School) FROM schools WHERE DOC = 52 AND Charter = 1 AND City = 'Hickman',"
SELECT COUNT(*)
FROM schools
WHERE City = 'Hickman' AND Charter = 1 AND District = 'Elementary School District';",0,california_schools,qwen2_metadata
62,62,SELECT COUNT(T2.School) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T2.Charter = 0 AND CAST(T1.`Free Meal Count (K-12)` AS REAL) * 100 / T1.`Enrollment (K-12)` < 0.18,"
SELECT COUNT(*)
FROM frpm
WHERE ""Charter School (Y/N)"" = 0
AND ""County Name"" = 'Los Angeles'
AND ""Percent (%) Eligible Free (K-12)"" < 0.18;",0,california_schools,qwen2_metadata
