,database_name,table_name,original_column_name,column_name,column_description,data_format,value_description,type,gold_prompt_chars,gold_prompt_words,gold_prompt_tokens,pred_prompt_chars,pred_prompt_words,pred_prompt_tokens
76,formula_1,circuits,circuitId,circuit Id ,unique identification number of the circuit ,integer ,,P,5694.25,1863.0,6738,5409.0,1721.25,6507
77,formula_1,circuits,circuitRef,circuit reference name ,circuit reference name ,text,,,5640.75,1851.75,6693,5357.5,1711.5,6464
78,formula_1,circuits,name ,,full name of circuit ,text,,,5083.0,1703.25,5946,4806.5,1564.5,5718
79,formula_1,circuits,location  ,,location of circuit ,text,,,5086.5,1702.5,5945,4809.0,1564.5,5718
80,formula_1,circuits,country ,,country of circuit ,text,,,5084.75,1702.5,5945,4808.0,1564.5,5718
81,formula_1,circuits,lat ,latitude  ,latitude of location of circuit ,real,,,5086.75,1704.75,5948,4806.0,1564.5,5718
82,formula_1,circuits,lng ,longitude  ,longitude of location of circuit ,real,"commonsense evidence: 
Location coordinates: (lat, lng)",,5087.25,1704.75,5948,4806.0,1564.5,5718
83,formula_1,circuits,alt ,,,integer ,not useful ,,5077.75,1700.25,5943,4806.0,1564.5,5718
84,formula_1,circuits,url ,,url ,text,,,5078.0,1701.0,5943,4806.0,1564.5,5718
85,formula_1,status,statusId ,status ID,the unique identification number identifying status,integer,,,3206.75,1291.5,3491,2920.25,1151.25,3259
86,formula_1,status,status ,,full name of status ,text,,,3196.0,1290.0,3485,2919.25,1151.25,3257
87,formula_1,drivers,driverId ,driver ID ,the unique identification number identifying each driver,integer,,,5439.0,1797.0,6608,5151.0,1655.25,6375
88,formula_1,drivers,driverRef ,driver reference name ,driver reference name ,text,,,5434.25,1795.5,6605,5151.5,1655.25,6375
89,formula_1,drivers,number ,,number ,integer,,,5423.5,1791.75,6598,5150.0,1655.25,6373
90,formula_1,drivers,code ,,abbreviated code for drivers ,text,"if ""null"" or empty, it means it doesn't have code ",,5427.5,1794.0,6601,5149.0,1655.25,6373
91,formula_1,drivers,forename ,,forename ,text,,,5425.5,1791.75,6602,5151.0,1655.25,6375
92,formula_1,drivers,surname ,,surname ,text,,,5424.5,1791.75,6598,5150.5,1655.25,6373
93,formula_1,drivers,dob ,date of birth ,date of birth ,date,,,5425.75,1795.5,6602,5148.5,1655.25,6373
94,formula_1,drivers,nationality ,,nationality of drivers ,text,,,5431.25,1793.25,6600,5152.5,1655.25,6373
95,formula_1,drivers,url ,,the introduction website of the drivers ,text,,,5429.5,1795.5,6603,5148.5,1655.25,6373
96,formula_1,driverStandings,driverStandingsId ,driver Standings Id ,the unique identification number identifying driver standing records ,integer,,,3426.25,1641.0,4623,3130.25,1497.0,4385
97,formula_1,driverStandings,raceId ,constructor Reference name ,id number identifying which races ,integer,,,3411.0,1638.75,4613,3124.75,1497.0,4381
98,formula_1,driverStandings,driverId ,,id number identifying which drivers ,integer,,,3407.0,1636.5,4611,3125.75,1497.0,4381
99,formula_1,driverStandings,points ,,how many points acquired in each race ,real,,,3406.0,1638.0,4610,3124.75,1497.0,4379
100,formula_1,driverStandings,position ,,position or track of circuits ,integer,,,3405.5,1636.5,4608,3125.75,1497.0,4379
101,formula_1,driverStandings,positionText ,position text ,,text,"same with position, not quite useful ",,3404.5,1634.25,4608,3127.75,1497.0,4381
102,formula_1,driverStandings,wins ,,wins ,integer,,,3396.25,1633.5,4604,3123.75,1497.0,4379
103,formula_1,races,raceId ,race ID ,the unique identification number identifying the race ,integer ,,,5572.75,1874.25,7216,5286.25,1731.75,6983
104,formula_1,races,year ,,year ,integer ,,,5557.75,1868.25,7206,5285.25,1731.75,6981
105,formula_1,races,round ,,round ,integer ,,,5558.75,1868.25,7206,5285.75,1731.75,6981
106,formula_1,races,circuitId ,Circuit Id ,circuit Id ,integer ,,,5565.0,1870.5,7211,5287.75,1731.75,6983
107,formula_1,races,name ,,name of the race ,text,,,5560.75,1870.5,7209,5285.25,1731.75,6981
108,formula_1,races,date ,,duration time ,date,,,5560.0,1869.0,7207,5285.25,1731.75,6981
109,formula_1,races,time ,,time of the location ,text,,,5561.75,1870.5,7209,5285.25,1731.75,6981
110,formula_1,races,url ,,introduction of races ,text,,,5561.25,1869.75,7208,5284.75,1731.75,6981
111,formula_1,constructors,constructorId ,constructor Id ,the unique identification number identifying constructors ,integer ,,,4679.75,1497.0,5162,4388.75,1355.25,4930
112,formula_1,constructors,constructorRef ,Constructor Reference name ,Constructor Reference name ,text,,,4675.75,1495.5,5160,4389.25,1355.25,4930
113,formula_1,constructors,name ,,full name of the constructor ,text,,,4662.75,1494.75,5157,4384.25,1355.25,4928
114,formula_1,constructors,nationality ,,nationality of the constructor ,text,,,4668.5,1494.0,5156,4387.75,1355.25,4928
115,formula_1,constructors,url ,,the introduction website of the constructor ,text,"commonsense evidence: 
How to find out the detailed introduction of the constructor: through its url",,4665.75,1495.5,5158,4383.75,1355.25,4928
117,formula_1,constructorResults,constructorResultsId,constructor Results Id,constructor Results Id,integer,,P,3439.25,1552.5,4299,3154.0,1413.75,4069
118,formula_1,constructorResults,raceId,race Id,race id,integer,,F,3434.25,1551.0,4311,3160.0,1413.75,4084
119,formula_1,constructorResults,constructorId,constructor Id,constructor id,integer,,F,3433.75,1551.0,4295,3154.25,1413.75,4068
120,formula_1,constructorResults,points,,points,real,,,3423.0,1549.5,4294,3150.0,1413.75,4070
121,formula_1,constructorResults,status,,status,text,,,3339.0,1482.0,4091,3066.0,1346.25,3867
122,formula_1,lapTimes,raceId ,race ID ,the identification number identifying race,integer ,,,3515.5,1560.0,4697,3232.0,1419.75,4466
123,formula_1,lapTimes,driverId ,driver ID ,the identification number identifying each driver ,integer ,,,3519.5,1561.5,4698,3233.0,1419.75,4466
124,formula_1,lapTimes,lap ,,lap number ,integer ,,,3504.25,1557.0,4690,3230.5,1419.75,4464
125,formula_1,lapTimes,position ,,position or track of circuits  ,integer ,,,3513.0,1559.25,4694,3233.0,1419.75,4464
126,formula_1,lapTimes,time ,,lap time  ,text,in minutes / seconds / ... ,,3504.75,1557.0,4691,3231.0,1419.75,4464
127,formula_1,lapTimes,milliseconds ,,milliseconds ,integer ,,,3511.5,1556.25,4689,3235.0,1419.75,4464
128,formula_1,qualifying,qualifyId ,qualify Id ,the unique identification number identifying qualifying ,integer ,"How does F1 Sprint qualifying work? Sprint qualifying is essentially a short-form Grand Prix � a race that is one-third the number of laps of the main event on Sunday. However, the drivers are battling for positions on the grid for the start of Sunday's race. ",,3912.5,1793.25,5636,3624.0,1651.5,5404
129,formula_1,qualifying,raceId ,race Id ,the identification number identifying each race ,integer ,,,3907.5,1793.25,5636,3622.5,1651.5,5404
130,formula_1,qualifying,driverId ,driver Id,the identification number identifying each driver ,integer ,,,3909.75,1792.5,5636,3623.5,1651.5,5404
131,formula_1,qualifying,constructorId ,constructor id ,constructor Id ,integer ,,,3906.25,1790.25,5632,3626.0,1651.5,5404
132,formula_1,qualifying,number ,,number ,integer ,,,3896.0,1788.0,5627,3622.5,1651.5,5402
133,formula_1,qualifying,position ,,position or track of circuit ,integer ,,,3903.0,1791.0,5631,3623.5,1651.5,5402
134,formula_1,qualifying,q1 ,qualifying 1 ,time in qualifying 1 ,text,"in minutes / seconds / ... 
commonsense evidence: 
Q1 lap times determine pole position and the order of the front 10 positions on the grid. The slowest driver in Q1 starts 10th, the next starts ninth and so on. 
All 20 F1 drivers participate in the first period, called Q1, with each trying to set the fastest time possible. Those in the top 15 move on to the next period of qualifying, called Q2. The five slowest drivers are eliminated and will start the race in the last five positions on the grid. ",,3899.0,1791.75,5636,3620.5,1651.5,5404
135,formula_1,qualifying,q2 ,qualifying 2 ,time in qualifying 2 ,text,"in minutes / seconds / ... 
commonsense evidence: 
only top 15 in the q1 has the record of q2 
Q2 is slightly shorter but follows the same format. Drivers try to put down their best times to move on to Q1 as one of the 10 fastest cars. The five outside of the top 10 are eliminated and start the race from 11th to 15th based on their best lap time. ",,3899.0,1791.75,5636,3620.5,1651.5,5404
136,formula_1,qualifying,q3 ,qualifying 3 ,time in qualifying 3 ,text,"in minutes / seconds / ... 
commonsense evidence: 
only top 10 in the q2 has the record of q3 ",,3899.0,1791.75,5636,3620.5,1651.5,5404
137,formula_1,pitStops,raceId ,race ID ,the identification number identifying race ,integer ,,,3750.25,1638.0,5109,3466.5,1497.0,4878
138,formula_1,pitStops,driverId ,driver ID ,the identification number identifying each driver ,integer ,,,3754.0,1638.75,5110,3467.5,1497.0,4878
139,formula_1,pitStops,stop ,,stop number ,integer ,,,3739.75,1634.25,5102,3465.5,1497.0,4876
140,formula_1,pitStops,lap ,,lap number ,integer ,,,3738.75,1634.25,5102,3465.0,1497.0,4876
141,formula_1,pitStops,time ,,time ,text,exact time  ,,3738.0,1633.5,5101,3465.5,1497.0,4876
142,formula_1,pitStops,duration ,,duration time ,text,seconds/ ,,3743.25,1634.25,5102,3467.5,1497.0,4876
143,formula_1,pitStops,milliseconds ,,milliseconds ,integer ,,,3746.0,1633.5,5101,3469.5,1497.0,4876
144,formula_1,seasons,year ,race ID ,the unique identification number identifying the race,integer,,,3865.0,1204.5,4063,3579.25,1062.75,3831
145,formula_1,seasons,url ,,website link of season race introduction ,text,,,3860.0,1203.0,4061,3578.75,1062.75,3831
146,formula_1,constructorStandings,constructorStandingsId ,constructor Standings Id ,unique identification of the constructor standing records ,integer ,,,3421.75,1640.25,4622,3126.0,1497.0,4385
147,formula_1,constructorStandings,raceId ,race id ,id number identifying which races ,integer ,,,3399.5,1638.0,4612,3118.0,1497.0,4381
148,formula_1,constructorStandings,constructorId ,constructor id ,id number identifying which id ,integer ,,,3405.75,1638.0,4612,3121.5,1497.0,4381
149,formula_1,constructorStandings,points,,how many points acquired in each race ,,,,3495.5,1737.75,4919,3214.5,1596.75,4689
150,formula_1,constructorStandings,position ,,position or track of circuits ,integer ,,,3398.75,1636.5,4608,3119.0,1497.0,4379
151,formula_1,constructorStandings,positionText ,position text ,,text,"same with position, not quite useful ",,3397.75,1634.25,4608,3121.0,1497.0,4381
152,formula_1,constructorStandings,wins ,,wins ,integer ,,,3389.5,1633.5,4604,3117.0,1497.0,4379
153,formula_1,results,resultId,Result ID ,the unique identification number identifying race result ,integer,,P,4998.75,2745.75,8254,4710.75,2603.25,8022
154,formula_1,results,raceId,race ID ,the identification number identifying the race ,integer ,,F,5039.25,2745.0,8496,4754.75,2603.25,8265
155,formula_1,results,driverId ,driver ID,the identification number identifying the driver ,integer ,,,4680.0,2487.75,7494,4394.0,2346.75,7262
156,formula_1,results,constructorId ,constructor Id ,the identification number identifying which constructors ,integer ,,,4687.25,2488.5,7494,4396.5,2346.75,7262
157,formula_1,results,number ,,number  ,integer ,,,4666.75,2483.25,7486,4393.0,2346.75,7260
158,formula_1,results,grid ,,the number identifying the area where cars are set into a grid formation in order to start the race. ,integer ,,,4688.5,2496.75,7504,4392.0,2346.75,7260
159,formula_1,results,position ,,The finishing position or track of circuits ,integer ,,,4677.25,2487.75,7491,4394.0,2346.75,7260
160,formula_1,results,positionText ,position text ,,text,not quite useful ,,4672.75,2484.0,7489,4396.0,2346.75,7262
161,formula_1,results,positionOrder ,position order ,the finishing order of positions ,integer ,,,4681.25,2487.75,7493,4396.5,2346.75,7262
162,formula_1,results,points ,,points ,real,,,4666.5,2483.25,7485,4393.0,2346.75,7260
163,formula_1,results,laps ,,lap number ,integer ,,,4666.0,2484.0,7486,4392.0,2346.75,7260
164,formula_1,results,time  ,,finish time ,text,"commonsense evidence: 
1. if the value exists, it means the driver finished the race. 
2. Only the time of the champion shows in the format of ""minutes: seconds.millionsecond"", the time of the other drivers shows as ""seconds.millionsecond"" , which means their actual time is the time of the champion adding the value in this cell.",,4667.0,2484.0,7486,4392.5,2346.75,7260
165,formula_1,results,milliseconds ,,the actual finishing time of drivers in milliseconds  ,integer ,the actual finishing time of drivers  ,,4682.75,2488.5,7493,4396.0,2346.75,7260
166,formula_1,results,fastestLap ,fastest lap ,fastest lap number ,integer ,,,4674.75,2486.25,7494,4395.0,2346.75,7264
167,formula_1,results,rank ,,starting rank positioned by fastest lap speed,integer ,,,4674.5,2487.0,7491,4392.0,2346.75,7260
168,formula_1,results,fastestLapTime ,fastest Lap Time,fastest Lap Time,text,"faster (smaller in the value) ""fastestLapTime"" leads to higher rank (smaller is higher rank) ",,4678.0,2485.5,7498,4397.0,2346.75,7266
169,formula_1,results,fastestLapSpeed ,fastest Lap Speed ,fastest Lap Speed ,text, (km / h) ,,4679.75,2487.0,7498,4397.5,2346.75,7266
170,formula_1,results,statusId ,status Id ,status ID ,integer,its category description appear in the table status ,,4670.5,2485.5,7490,4394.0,2346.75,7262
171,california_schools,schools,CDSCode,CDSCode,CDSCode,text,,P,16506.5,7253.25,21711,16232.0,7117.5,21481
172,california_schools,schools,NCESDist,National Center for Educational Statistics school district identification number,"This field represents the 7-digit National Center for Educational Statistics (NCES) school district identification number. The first 2 digits identify the state and the last 5 digits identify the school district. Combined, they make a unique 7-digit ID for each school district.",text,,,16399.75,7203.75,21472,16039.0,7031.25,21185
173,california_schools,schools,NCESSchool,National Center for Educational Statistics school identification number,This field represents the 5-digit NCES school identification number. The NCESSchool combined with the NCESDist form a unique 12-digit ID for each school.,text,,,16568.0,7244.25,22003,16240.25,7086.75,21738
174,california_schools,schools,StatusType,,This field identifies the status of the district. ,text,"Definitions of the valid status types are listed below:
·       Active: The district is in operation and providing instructional services.
·       Closed: The district is not in operation and no longer providing instructional services.
·       Merged: The district has combined with another district or districts.
·       Pending: The district has not opened for operation and instructional services yet, but plans to open within the next 9–12 months.",,14623.0,6423.75,19127,14338.0,6282.0,18894
175,california_schools,schools,County,,County name,text,,,16444.75,7245.0,21542,16170.5,7108.5,21317
176,california_schools,schools,District,,District,text,,,16327.25,7162.5,21428,16053.25,7026.75,21204
177,california_schools,schools,School,,School,text,,,16430.5,7241.25,21638,16157.5,7105.5,21414
178,california_schools,schools,Street,,Street,text,,,16404.75,7233.0,21761,16131.75,7097.25,21537
179,california_schools,schools,StreetAbr,street address ,"The abbreviated street address of the school, district, or administrative authority’s physical location.",text,"The abbreviated street address of the school, district, or administrative authority’s physical location. Note: Some records (primarily records of closed or retired schools) may not have data in this field.",,16434.5,7243.5,21780,16133.25,7097.25,21539
180,california_schools,schools,City,,City,text,,,16361.25,7217.25,21554,16089.25,7081.5,21330
181,california_schools,schools,Zip,,Zip,text,,,16586.25,7296.0,21899,16314.75,7160.25,21675
182,california_schools,schools,State,,State,text,,,14339.75,6297.0,18748,14067.25,6161.25,18524
183,california_schools,schools,MailStreet,,MailStreet,text,"The unabbreviated mailing address of the school, district, or administrative authority. Note: 1) Some entities (primarily closed or retired schools) may not have data in this field; 2) Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStreet cells with Street data.",,16403.0,7219.5,21716,16128.0,7083.75,21490
184,california_schools,schools,MailStrAbr,mailing street address ,,text,"the abbreviated mailing street address of the school, district, or administrative authority.Note: Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStrAbr cells with StreetAbr data.",,16406.25,7221.75,21720,16128.0,7083.75,21492
185,california_schools,schools,MailCity,mailing city,,text,"The city associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address city. For your convenience we have filled the unpopulated MailCity cells with City data.",,16300.5,7203.75,21449,16025.5,7067.25,21223
186,california_schools,schools,MailZip,mailing zip ,,text,"The zip code associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address zip code. For your convenience we have filled the unpopulated MailZip cells with Zip data.",,16528.75,7275.0,21795,16254.0,7137.75,21569
187,california_schools,schools,MailState,mailing state,,text,The state within the mailing address. For your convenience we have filled the unpopulated MailState cells with State data.,,14344.75,6297.75,18752,14069.25,6161.25,18526
188,california_schools,schools,Phone,,Phone,text,,,16649.5,7284.0,22032,16377.0,7148.25,21808
189,california_schools,schools,Ext,extension,"The phone number extension of the school, district, or administrative authority.",text,"The phone number extension of the school, district, or administrative authority.",,16450.25,7212.0,21755,16158.0,7068.75,21519
190,california_schools,schools,Website,,"The website address of the school, district, or administrative authority.",text,"The website address of the school, district, or administrative authority.",,16501.5,7240.5,21797,16211.5,7098.0,21562
191,california_schools,schools,OpenDate,,The date the school opened.,date,,,16573.25,7236.0,21981,16294.5,7097.25,21752
192,california_schools,schools,ClosedDate,,The date the school closed.,date,,,16249.25,7242.75,21166,15970.0,7104.0,20937
193,california_schools,schools,Charter,,This field identifies a charter school. ,integer,"The field is coded as follows:

·       1 = The school is a charter

·       0 = The school is not a charter",,14489.75,6365.25,18962,14208.0,6225.0,18732
194,california_schools,schools,CharterNum,,"The charter school number,",text,4-digit number assigned to a charter school.,,16616.75,7266.0,22046,16337.75,7128.0,21818
195,california_schools,schools,FundingType,,Indicates the charter school funding type,text,"Values are as follows:

·       Not in CS (California School) funding model

·       Locally funded

·       Directly funded",,14656.5,6427.5,19192,14373.5,6288.0,18962
196,california_schools,schools,DOC,District Ownership Code,District Ownership Code,text,"The District Ownership Code (DOC) is the numeric code used to identify the category of the Administrative Authority.
•       00 - County Office of Education
•       02 – State Board of Education
•       03 – Statewide Benefit Charter
•       31 – State Special Schools
•       34 – Non-school Location*
•       52 – Elementary School District
•       54 – Unified School District
•       56 – High School District
•       98 – Regional Occupational Center/Program (ROC/P)
commonsense evidence:
*Only the California Education Authority has been included in the non-school location category.",,15408.25,6798.75,20126,15126.75,6660.0,19898
197,california_schools,schools,DOCType,The District Ownership Code Type,The District Ownership Code Type is the text description of the DOC category.,text,(See text values in DOC field description above),,15427.0,6807.75,20141,15128.75,6660.0,19900
