,database_name,table_name,original_column_name,gold_column_description,llm_column_description,judgement
110,formula_1,races,url ,The URL of the Wikipedia page for the race.,The primary purpose of the column is to store the URL of the Wikipedia page for the specific race.,3
111,formula_1,constructors,constructorId ,This is the unique identifier for each constructor.,Unique identifier for each constructor.,4
112,formula_1,constructors,constructorRef ,This is the unique reference name for each constructor.,The primary purpose of the column is to store a unique reference identifier for each constructor.,3
113,formula_1,constructors,name ,The full name of the constructor.,The primary purpose of the column is to store the name of the constructor.,3
114,formula_1,constructors,nationality ,The nationality of the constructor.,The primary purpose of the column is to store the nationality of the constructor.,3
115,formula_1,constructors,url ,The URL of the constructor's official webpage.,The primary purpose of the column is to store the URL of the constructor's Wikipedia page.,1
116,formula_1,constructorResults,constructorResultsId,Unique identifier for each constructor result.,The primary purpose of the column is to uniquely identify each record in the constructorResults table.,3
117,formula_1,constructorResults,raceId,The unique identifier for the race associated with the constructor's results.,The raceId column represents the unique identifier for each race. It is a foreign key referencing the raceId in the races table.,2
118,formula_1,constructorResults,constructorId,The unique identifier for the constructor.,Identifier for the constructor associated with the result.,3
119,formula_1,constructorResults,points,Points scored by the constructor in the race.,Points awarded to a constructor based on their performance in a race.,3
120,formula_1,constructorResults,status,The status of the constructor associated with the constructor result entry.,The primary purpose of the status column is to indicate the status or outcome of the constructor's performance in a race.,3
121,formula_1,lapTimes,raceId ,The identification number of the race during which the lap time was recorded.,The raceId column identifies the race associated with the lap time.,2
122,formula_1,lapTimes,driverId ,The identification number of the driver who recorded the lap time.,The driverId column represents the unique identifier for a driver.,2
123,formula_1,lapTimes,lap ,The lap number of which the lap time was recorded.,The lap column represents the lap number completed by a driver during a race.,2
124,formula_1,lapTimes,position ,The position of the driver at the end of the lap.,The position column represents the driver's position at the end of a specific lap.,3
125,formula_1,lapTimes,time ,The lap time recorded for each lap.,The time column records the lap time for a driver in a specific race.,3
126,formula_1,lapTimes,milliseconds ,The time in milliseconds for a lap.,The milliseconds column represents the lap time in milliseconds for a specific lap completed by a driver during a race.,3
127,formula_1,qualifying,qualifyId ,The unique identifier for each qualifying session entry.,"The primary key for the qualifying table, uniquely identifying each qualifying record.",4
128,formula_1,qualifying,raceId ,The ID for the race associated with the qualifying session entry.,The raceId column is used to reference the unique identifier of a race.,2
129,formula_1,qualifying,driverId ,The ID of the driver associated with the qualifying session entry.,Identifier for the driver participating in the qualifying session.,3
130,formula_1,qualifying,constructorId ,The ID of the constructor associated with the driver in the qualifying session entry.,The `constructorId` column represents the unique identifier for the constructor associated with the qualifying session.,2
131,formula_1,qualifying,number ,The driver's car number in the qualifying session entry.,The number column represents the car number assigned to the driver for the race.,2
132,formula_1,qualifying,position ,The position of the driver in the qualifying session.,The position column represents the final qualifying position of the driver.,4
133,formula_1,qualifying,q1 ,The time recorded for the driver in the first qualifying session period Q1.,The q1 column records the lap time achieved by a driver during the first qualifying session.,3
134,formula_1,qualifying,q2 ,The time recorded for the driver in the second qualifying session period Q2.,The q2 column records the lap time achieved by a driver during the second qualifying session.,4
135,formula_1,qualifying,q3 ,The time recorded for the driver in the third qualifying session period Q3.,The q3 column records the lap time achieved by a driver in the third qualifying session.,4
136,formula_1,pitStops,raceId ,The identification number for the race where the pit stop occured.,The raceId column identifies the race associated with the pit stop.,2
137,formula_1,pitStops,driverId ,The identification number for the driver that made the pit stop.,Identifier for the driver involved in the pit stop.,3
138,formula_1,pitStops,stop ,The i:th pit stop number the pit stop corresponds to for the specified driver and race.,"The ""stop"" column represents the sequence number of a pit stop made by a driver during a race.",2
139,formula_1,pitStops,lap ,The lap number during which the pit stop occurred.,The lap column records the lap number during which a pit stop occurred.,3
140,formula_1,pitStops,time ,The timestamp of when the pit stop occurred.,The time column records the exact time of day when a pit stop occurred.,3
141,formula_1,pitStops,duration ,The duration of the pit stop in text format.,Duration of the pit stop in seconds.,1
142,formula_1,pitStops,milliseconds ,The duration of the pit stop in milliseconds.,The milliseconds column represents the duration of a pit stop in milliseconds.,4
143,formula_1,seasons,year ,The year the Formula One season took place.,The primary purpose of the column is to store the year of the Formula One season.,3
144,formula_1,seasons,url ,The URL linking to the Wikipedia page for the specific Formula One season.,The url column contains the Wikipedia URL for the specific Formula One season.,4
145,formula_1,constructorStandings,constructorStandingsId ,Unique identifier for each constructor standing record.,Primary purpose of the column constructorStandingsId is to uniquely identify each record in the constructorStandings table.,3
146,formula_1,constructorStandings,raceId ,Identifier for the race associated with the constructor's standings.,The raceId column represents the unique identifier for each race.,2
147,formula_1,constructorStandings,constructorId ,Identifier for the constructor associated with the standings.,The constructorId column represents the unique identifier for each constructor.,2
148,formula_1,constructorStandings,points,The number of points acquired by a constructor in each race.,Points awarded to a constructor based on their performance in a race.,3
149,formula_1,constructorStandings,position ,The overall position of the constructor after the specified race.,The position column indicates the rank or standing of a constructor in a specific race.,2
150,formula_1,constructorStandings,positionText ,The overall position of the constructor after the specified race in text format.,The positionText column represents the textual representation of the constructor's position in the standings for a specific race.,3
151,formula_1,constructorStandings,wins ,The number of wins achieved by the constructor.,"The ""wins"" column represents the number of race wins achieved by a constructor in a specific race.",3
152,formula_1,results,resultId,This is the unique identifier for each race result.,Unique identifier for each result entry.,2
153,formula_1,results,raceId,The unique identifier for each race.,"Identifier for the race, linking to the races table.",4
154,formula_1,results,driverId ,The identification number of the driver.,The driverId column represents the unique identifier for each driver.,3
155,formula_1,results,constructorId ,The identification number of the constructor associated with the result.,Identifier for the constructor associated with the result.,4
156,formula_1,results,number ,The racing number assigned to the driver.,The number column represents the car number assigned to the driver for the race.,3
157,formula_1,results,grid ,The starting position of the driver on the grid.,The grid column represents the starting position of the driver on the grid for the race.,3
158,formula_1,results,position ,The finishing position of the driver in the race.,The position column indicates the final position of the driver in the race.,4
159,formula_1,results,positionText ,The finishing position of the driver in the race as a text value.,The positionText column represents the textual representation of the driver's finishing position in the race.,3
160,formula_1,results,positionOrder ,The order in which drivers finished the race.,The positionOrder column represents the order in which drivers finished the race.,3
161,formula_1,results,points ,The points scored by the driver in the race.,Points awarded to the driver for their performance in a race.,3
162,formula_1,results,laps ,The number of laps completed by the driver in the race.,The laps column represents the total number of laps completed by a driver in a race.,3
163,formula_1,results,time  ,The finish time of the driver in the race.,The time column records the total race completion time or the time difference from the winner for each driver.,1
164,formula_1,results,milliseconds ,The finishing time of the driver in the race in milliseconds.,The milliseconds column stores the total race time of a driver in milliseconds.,4
165,formula_1,results,fastestLap ,The number of the fastest lap in the race for the driver.,The fastestLap column records the lap number on which the driver achieved their fastest lap time during the race.,4
166,formula_1,results,rank ,The overall rank of the driver's fastest lap time in the race.,Indicates the rank of the driver's fastest lap in the race.,3
167,formula_1,results,fastestLapTime ,The fastest lap time recorded by the driver during the race.,The fastestLapTime column records the time taken for the fastest lap completed by a driver during a race.,3
168,formula_1,results,fastestLapSpeed ,The speed of the fastest lap achieved by the driver during the race.,The fastestLapSpeed column records the speed of the fastest lap achieved by a driver during a race.,3
169,formula_1,results,statusId ,The status ID associated with the result.,"The `statusId` column represents a reference to the status of the result, linking to the `status` table to provide a textual description of the result status.",3
170,california_schools,schools,CDSCode,A unique identifier for each school.,"Primary purpose of the column. If the details in the schema do not suffice to ascertain what the data is, return: ""Not enough information to make a valid prediction.""",1
171,california_schools,schools,NCESDist,This field represents the 7-digit National Center for Educational Statistics (NCES) school district identification number.,The NCESDist column represents the unique identifier assigned to a school district by the National Center for Education Statistics (NCES).,3
172,california_schools,schools,NCESSchool,This field represents the 5-digit NCES school identification number. The NCESSchool combined with the NCESDist form a unique 12-digit ID for each school.,Not enough information to make a valid prediction.,1
173,california_schools,schools,StatusType,This field identifies the operational status of the school.,Indicates the operational status of the school.,4
174,california_schools,schools,County,The name of the county where the school is located.,The County column represents the name of the county where the school is located.,4
175,california_schools,schools,District,The name of the school district.,The District column represents the name of the school district to which the school belongs.,3
176,california_schools,schools,School,The name of the school.,The name of the school.,4
177,california_schools,schools,Street,The street address of the school.,The Street column contains the street address of the school.,3
178,california_schools,schools,StreetAbr,"The abbreviated street address of the school, district, or administrative authority’s physical location.",Abbreviated version of the street address.,2
179,california_schools,schools,City,The city where the school is located.,The City column contains the name of the city where the school is located.,3
180,california_schools,schools,Zip,The ZIP code of the school's location.,The Zip column stores the postal code for the physical location of the school.,3
181,california_schools,schools,State,The state where the school is located.,The State column stores the state abbreviation where the school is located.,3
182,california_schools,schools,MailStreet,The mailing address of the school.,Mailing address of the school.,3
183,california_schools,schools,MailStrAbr,Abbreviated mailing street address of the school.,Abbreviated mailing street address.,2
184,california_schools,schools,MailCity,The mailing city for the school's mailing address.,The MailCity column stores the name of the city for the mailing address of the school.,3
185,california_schools,schools,MailZip,The school's mailing zip code.,The MailZip column stores the ZIP code for the mailing address of the school.,3
186,california_schools,schools,MailState,The state of the school's mailing address.,The MailState column stores the state abbreviation for the mailing address of the school.,3
187,california_schools,schools,Phone,The contact phone number for the school.,The Phone column stores the contact telephone number for the school.,3
188,california_schools,schools,Ext,"The phone number extension of the school, district, or administrative authority.",Extension number for the school's phone.,2
189,california_schools,schools,Website,"The website address of the school, district, or administrative authority.",The Website column stores the URL of the school's official website.,2
190,california_schools,schools,OpenDate,The date the school officially opened.,The OpenDate column records the date when the school was officially opened.,3
191,california_schools,schools,ClosedDate,The date the school closed.,The ClosedDate column records the date when a school was officially closed.,3
192,california_schools,schools,Charter,"This field indicates whether the school is a charter school, with 1 for yes and 0 for no.","Indicates whether the school is a charter school, with 1 representing a charter school and 0 representing a non-charter school.",4
193,california_schools,schools,CharterNum,The charter school number of the school.,The CharterNum column stores the unique identification number assigned to charter schools.,3
194,california_schools,schools,FundingType,Indicates the type of funding for the charter school.,The FundingType column indicates the type of funding the school receives.,2
195,california_schools,schools,DOC,The code representing the district's ownership or administrative control of the school.,The DOC column represents the District of Control for the school.,2
196,california_schools,schools,DOCType,The District Ownership Code Type is the text description of the District Ownership Code (DOC) category of the school.,The DOCType column indicates the type of District of Control (DOC) for the school.,2
197,california_schools,schools,SOC,The School Ownership Code is a numeric code used to identify the type of school ownership.,Not enough information to make a valid prediction.,1
198,california_schools,schools,SOCType,The School Ownership Code Type is the text description of the type of school ownership.,Not enough information to make a valid prediction.,1
199,california_schools,schools,EdOpsCode,The Education Option Code is a code representing the type of educational option offered by the school.,Not enough information to make a valid prediction.,1
200,california_schools,schools,EdOpsName,The name of the educational option offered by the school.,The EdOpsName column represents the name of the educational option type associated with the school.,3
201,california_schools,schools,EILCode,The Educational Instruction Level Code is a short text description of the institution's type relative to the grade range served by the school.,Not enough information to make a valid prediction.,1
202,california_schools,schools,EILName,The Educational Instruction Level Name is the detailed description of the institution’s type relative to the grade range served by the school.,Not enough information to make a valid prediction.,1
203,california_schools,schools,GSoffered,The grade span offered is the range of grades (from the lowest to the highest) that the school supports or offers.,Not enough information to make a valid prediction.,1
204,california_schools,schools,GSserved,"The grade span served by the school, indicating the range of grades in which students are enrolled.",Grade spans served by the school.,2
205,california_schools,schools,Virtual,This field identifies the type of virtual instruction offered by the school.,Indicates whether the school operates as a virtual school.,2
206,california_schools,schools,Magnet,This field identifies whether a school is a magnet school and/or provides a magnet program.,"Indicates whether the school is a magnet school, represented by an integer value.",2
207,california_schools,schools,Latitude,The latitude coordinate of the school.,The Latitude column stores the geographical latitude coordinates of the school locations.,3
208,california_schools,schools,Longitude,The longitude coordinate of the school.,The Longitude column stores the geographical longitude coordinates of the school locations.,3
209,california_schools,schools,AdmFName1,The first name of the primary administrator at the school.,First name of the first school administrator.,3
210,california_schools,schools,AdmLName1,The last name of the first administrator at the school.,Administrator's last name.,2
211,california_schools,schools,AdmEmail1,The primary email address of the first administrator at the school.,Primary purpose of the column is to store the email address of the first administrative contact for the school.,3
212,california_schools,schools,AdmFName2,The first name of the second administrator at the school.,First name of the second school administrator.,4
213,california_schools,schools,AdmLName2,The last name of the second administrator at the school.,Not enough information to make a valid prediction.,1
214,california_schools,schools,AdmEmail2,The primary email address of the second administrator at the school.,Not enough information to make a valid prediction.,1
215,california_schools,schools,AdmFName3,The first name of the third administrator at the school.,Not enough information to make a valid prediction.,1
216,california_schools,schools,AdmLName3,The last name of the third administrator at the school.,Not enough information to make a valid prediction.,1
217,california_schools,schools,AdmEmail3,The primary email address of the third administrator at the school.,Email address of the third administrative contact person.,2
218,california_schools,schools,LastUpdate,The date when the record associated with the school was last updated.,The LastUpdate column records the date when the school's information was last updated.,3
219,california_schools,satscores,cds,The unique identifier for the school or district associated with the SAT score entry.,"Primary purpose of the column: Unique identifier for each record, referencing the CDSCode in the schools table.",3
220,california_schools,satscores,rtype,"The type of the reporting entity (e.g., district or school) associated with the SAT score entry.","The `rtype` column indicates the type of reporting entity, such as a school or district.",2
221,california_schools,satscores,sname,The name of the school associated with the SAT score entry.,Name of the school.,2
222,california_schools,satscores,dname,The name of the district associated with the SAT score entry.,Name of the school district associated with the SAT scores.,4
223,california_schools,satscores,cname,The name of the county associated with the SAT score entry.,Name of the county associated with the school or district.,2
224,california_schools,satscores,enroll12,The number of students enrolled at the school in grades 1 through 12 for the given SAT score entry.,Number of 12th-grade students enrolled.,2
225,california_schools,satscores,NumTstTakr,The number of students who took the SAT test in the specified school.,Number of students who took the SAT test.,2
226,california_schools,satscores,AvgScrRead,Average scores in Reading for the SAT test in the specified school.,Average SAT reading score of test takers.,2
227,california_schools,satscores,AvgScrMath,The average scores in Math for the SAT test in the specified school.,Average SAT Math score of test takers.,2
228,california_schools,satscores,AvgScrWrite,The average scores in writing for the SAT test in the specified school.,Average writing score of students who took the SAT.,2
229,california_schools,satscores,NumGE1500,The number of test takers whose total SAT scores are greater than or equal to 1500 for the specified school.,Number of students who scored 1500 or higher on the SAT.,2
230,california_schools,frpm,CDSCode,The County-District-School (CDS) code for the school in California associated with the Free or Reduced-Price Meal entry.,Unique identifier for each record.,2
231,california_schools,frpm,Academic Year,The academic year for which the Free or Reduced-Price Meal data is reported.,The Academic Year column represents the school year for which the data is recorded.,2
232,california_schools,frpm,County Code,The county for the school in California associated with the Free or Reduced-Price Meal entry.,The County Code column represents the code assigned to the county where the school is located.,2
233,california_schools,frpm,District Code,The code of the district for the school in California associated with the Free or Reduced-Price Meal entry.,The District Code column represents the unique identifier for the school district associated with the record.,2
234,california_schools,frpm,School Code ,The school code for the school associated with the Free or Reduced-Price Meal entry.,The School Code column uniquely identifies individual schools within a district.,2
235,california_schools,frpm,County Name,The name of the county where the school associated with the Free or Reduced-Price Meal entry is located.,The County Name column represents the name of the county where the school is located.,2
236,california_schools,frpm,District Name ,The name of the school district of the school associated with the Free or Reduced-Price Meal entry.,Name of the school district.,2
237,california_schools,frpm,School Name,The name of the school associated with the Free or Reduced-Price Meal entry.,The name of the school.,2
238,california_schools,frpm,District Type,The type of district the school associated with the Free or Reduced-Price Meal entry belongs to.,"The District Type column indicates the classification of the district, such as whether it is a County Office of Education (COE) or another type of district.",2
239,california_schools,frpm,School Type ,"The type of school, such as elementary, middle, or high school, the school associated with the Free or Reduced-Price Meal entry belongs to.","The ""School Type"" column indicates the classification of the school, such as Elementary, Middle, High, or K-12.",2
240,california_schools,frpm,Educational Option Type,The type of educational option provided by the school associated with the Free or Reduced-Price Meal entry.,The Educational Option Type column indicates the type of educational program or option available at the school.,2
241,california_schools,frpm,NSLP Provision Status,The status of the school's participation in the National School Lunch Program (NSLP) provision options.,Indicates the National School Lunch Program (NSLP) provision status for the school.,2
242,california_schools,frpm,Charter School (Y/N),"Indicates whether the school associated with the Free or Reduced-Price Meal entry is a charter school (1 for Yes, 0 for No).","Indicates whether the school is a charter school (1 for Yes, 0 for No).",2
243,california_schools,frpm,Charter School Number,"The unique identifier assigned to a charter school, for the school associated with the Free or Reduced-Price Meal entry.",The Charter School Number column stores the unique identifier assigned to each charter school.,2
244,california_schools,frpm,Charter Funding Type,The type of funding for the charter school associated with the Free or Reduced-Price Meal entry.,The Charter Funding Type column indicates the type of funding received by a charter school.,2
245,california_schools,frpm,IRC,The IRC of the school associated with the Free or Reduced-Price Meal entry.,Not enough information to make a valid prediction.,1
246,california_schools,frpm,Low Grade,The lowest grade level offered at the school associated with the Free or Reduced-Price Meal entry.,Indicates the lowest grade level offered by the school.,2
247,california_schools,frpm,High Grade,The highest grade level offered at the school associated with the Free or Reduced-Price Meal entry.,Indicates the highest grade level offered at the school.,2
248,california_schools,frpm,Enrollment (K-12),The total number of students at the school associated with the Free or Reduced-Price Meal entry enrolled in grades K-12.,The Enrollment (K-12) column represents the total number of students enrolled in kindergarten through 12th grade.,2
249,california_schools,frpm,Free Meal Count (K-12),The number of students at the school associated with the Free or Reduced-Price Meal entry in grades K-12 who receive free meals.,The Free Meal Count (K-12) column represents the number of students in grades K-12 who receive free meals.,2
250,california_schools,frpm,Percent (%) Eligible Free (K-12),The percentage of K-12 students at the school eligible for free meals.,Percentage of K-12 students eligible for free meals.,3
